"time","new_sector_damage","trialnum"
1992,NA,5
1993,NA,5
1994,NA,5
1995,NA,5
1996,NA,5
1997,NA,5
1998,NA,5
1999,NA,5
2000,NA,5
2001,NA,5
2002,NA,5
2003,NA,5
2004,NA,5
2005,NA,5
2006,NA,5
2007,NA,5
2008,NA,5
2009,NA,5
2010,NA,5
2011,NA,5
2012,NA,5
2013,NA,5
2014,NA,5
2015,NA,5
2016,NA,5
2017,NA,5
2018,NA,5
2019,NA,5
2020,4.6259676471650696e10,5
2021,4.8112303119551285e10,5
2022,5.0050500534019646e10,5
2023,5.201956648319848e10,5
2024,5.3913168370793686e10,5
2025,5.558629330892811e10,5
2026,5.946453922296526e10,5
2027,6.33461069394818e10,5
2028,6.736938576023572e10,5
2029,7.162149342049492e10,5
2030,7.625885153268936e10,5
2031,7.720587138192198e10,5
2032,7.848013094836633e10,5
2033,8.018898886121873e10,5
2034,8.24474893752503e10,5
2035,8.504483933676772e10,5
2036,9.081840375224303e10,5
2037,9.687510651216122e10,5
2038,1.0315303012979834e11,5
2039,1.096363743290303e11,5
2040,1.162260423482592e11,5
2041,1.2080032993304321e11,5
2042,1.2558888474318175e11,5
2043,1.3077185538886443e11,5
2044,1.3646821631119272e11,5
2045,1.429174719556572e11,5
2046,1.5808235913862808e11,5
2047,1.751695802854967e11,5
2048,1.9410138281010516e11,5
2049,2.145036274774239e11,5
2050,2.3614399507384335e11,5
2051,2.477804595910085e11,5
2052,2.598670071814317e11,5
2053,2.7259955611000366e11,5
2054,2.8636707316135846e11,5
2055,3.01704156161518e11,5
2056,3.193663555216989e11,5
2057,3.3853149854832965e11,5
2058,3.589129827482356e11,5
2059,3.8068171004436646e11,5
2060,4.0345208537936334e11,5
2061,4.1874043038427734e11,5
2062,4.3437884253564746e11,5
2063,4.508055340953646e11,5
2064,4.6838441147950275e11,5
2065,4.874210447280069e11,5
2066,5.07492299962476e11,5
2067,5.301195886557223e11,5
2068,5.54870270441993e11,5
2069,5.809971919286953e11,5
2070,6.079479931711223e11,5
2071,6.458221254004098e11,5
2072,6.859816662307067e11,5
2073,7.292425962223015e11,5
2074,7.758982343561063e11,5
2075,8.264427675732985e11,5
2076,8.521454744501173e11,5
2077,8.800313708393826e11,5
2078,9.109462967103826e11,5
2079,9.452545938277487e11,5
2080,9.826441114241722e11,5
2081,1.031619793292329e12,5
2082,1.0828644804433914e12,5
2083,1.1359101958337617e12,5
2084,1.1909396794684128e12,5
2085,1.247948683268622e12,5
2086,1.2778121641283398e12,5
2087,1.3092026025985996e12,5
2088,1.3428447336339858e12,5
2089,1.379621298605854e12,5
2090,1.4207101658198054e12,5
2091,1.454242101295185e12,5
2092,1.491087541961235e12,5
2093,1.5291523289348735e12,5
2094,1.5659656901195073e12,5
2095,1.6020274041178894e12,5
2096,1.6397090349559912e12,5
2097,1.678727941145785e12,5
2098,1.7202383740467961e12,5
2099,1.7654555684599927e12,5
2100,1.8161554590103958e12,5
2101,1.83417289841025e12,5
2102,1.8500825210566912e12,5
2103,1.868569409651863e12,5
2104,1.8886673451456914e12,5
2105,1.9089938213247942e12,5
2106,1.8918491736675054e12,5
2107,1.8769163278937192e12,5
2108,1.8647286271511333e12,5
2109,1.8559470747139136e12,5
2110,1.8513853283777773e12,5
2111,1.92056819706845e12,5
2112,1.995605808082692e12,5
2113,2.0737997794916968e12,5
2114,2.1536331565136243e12,5
2115,2.2353132988938022e12,5
2116,2.1918342866054895e12,5
2117,2.1496519674879187e12,5
2118,2.1099471503568599e12,5
2119,2.0733361851929353e12,5
2120,2.041253949199852e12,5
2121,2.1143428599504731e12,5
2122,2.1954477564451985e12,5
2123,2.280422534979887e12,5
2124,2.367875248359932e12,5
2125,2.4577465192162905e12,5
2126,2.436861218719421e12,5
2127,2.4165602021764287e12,5
2128,2.3983148685088076e12,5
2129,2.3832914468082715e12,5
2130,2.373443025085166e12,5
2131,2.428308752714063e12,5
2132,2.4907396637299966e12,5
2133,2.557162036893051e12,5
2134,2.6258281169720312e12,5
2135,2.6946764568613955e12,5
2136,2.664280436732613e12,5
2137,2.6335968949534473e12,5
2138,2.604803475999069e12,5
2139,2.578213644633909e12,5
2140,2.554628104321245e12,5
2141,2.5782688553721523e12,5
2142,2.6075023861509814e12,5
2143,2.6399725893512627e12,5
2144,2.674198744939922e12,5
2145,2.7097844919730854e12,5
2146,2.621438503889766e12,5
2147,2.5376048400874175e12,5
2148,2.4588320721673037e12,5
2149,2.384777544884404e12,5
2150,2.3160682993930654e12,5
2151,2.2695819186700728e12,5
2152,2.2277219951812505e12,5
2153,2.1921512066732861e12,5
2154,2.1621808037694314e12,5
2155,2.134430822699586e12,5
2156,2.1118051661338672e12,5
2157,2.0894531603477754e12,5
2158,2.0668535562800713e12,5
2159,2.044633470512076e12,5
2160,2.0242150967584634e12,5
2161,1.9212070755351003e12,5
2162,1.8277578525618274e12,5
2163,1.7443333382239927e12,5
2164,1.669986500777666e12,5
2165,1.6007662704439282e12,5
2166,1.6230170024284583e12,5
2167,1.6460323098137e12,5
2168,1.6689809624839626e12,5
2169,1.6933356328570928e12,5
2170,1.7201369431224773e12,5
2171,1.7153824242861401e12,5
2172,1.713407937090714e12,5
2173,1.715569903102613e12,5
2174,1.7215083016753115e12,5
2175,1.7299514308764448e12,5
2176,1.6630094584542112e12,5
2177,1.598527296118589e12,5
2178,1.5358422684186565e12,5
2179,1.4756706866146162e12,5
2180,1.418606875750424e12,5
2181,1.409973657520423e12,5
2182,1.403018315264266e12,5
2183,1.3979394395262305e12,5
2184,1.3951066968369402e12,5
2185,1.3950091248197515e12,5
2186,1.402363148160108e12,5
2187,1.4123585392085813e12,5
2188,1.4238854703004653e12,5
2189,1.4370590859035186e12,5
2190,1.450581740948883e12,5
2191,1.4375939827785293e12,5
2192,1.424702959214829e12,5
2193,1.4128159388065918e12,5
2194,1.402392486647548e12,5
2195,1.3938530202997437e12,5
2196,1.4031083037974277e12,5
2197,1.4179634754685032e12,5
2198,1.43751479840863e12,5
2199,1.4600845193531648e12,5
2200,1.4847339178314338e12,5
2201,1.5109985840501697e12,5
2202,1.5378801451835125e12,5
2203,1.5664395710887676e12,5
2204,1.5966527052195674e12,5
2205,1.6288566758407605e12,5
2206,1.634897764473459e12,5
2207,1.6424816007702812e12,5
2208,1.6525391291028438e12,5
2209,1.6653146100387124e12,5
2210,1.6802420165034204e12,5
2211,1.6931834985917605e12,5
2212,1.7071147888513494e12,5
2213,1.7215443314324412e12,5
2214,1.736595075961009e12,5
2215,1.752236802111899e12,5
2216,1.8082115937750366e12,5
2217,1.8683326151721904e12,5
2218,1.9335351765645503e12,5
2219,2.004919957058938e12,5
2220,2.0838271869895642e12,5
2221,2.0492984819300576e12,5
2222,2.0189900071889927e12,5
2223,1.9905273609800178e12,5
2224,1.9615368812436301e12,5
2225,1.9326781769866223e12,5
2226,1.9033601977090032e12,5
2227,1.876358650171215e12,5
2228,1.8523541567297578e12,5
2229,1.8320225276328723e12,5
2230,1.8166079539596687e12,5
2231,1.884514820650166e12,5
2232,1.9587390109939023e12,5
2233,2.0394947087899304e12,5
2234,2.1265530754095176e12,5
2235,2.2198081509856284e12,5
2236,2.218166541494583e12,5
2237,2.216584166767337e12,5
2238,2.2163670728100703e12,5
2239,2.218139775405576e12,5
2240,2.222813606079385e12,5
2241,2.2744637140918574e12,5
2242,2.331770955765595e12,5
2243,2.392576482783143e12,5
2244,2.4550294185165327e12,5
2245,2.518004324389705e12,5
2246,2.556635952679418e12,5
2247,2.5970422568203496e12,5
2248,2.640041047407307e12,5
2249,2.685937957843024e12,5
2250,2.735461456147682e12,5
2251,2.7342079040870303e12,5
2252,2.7377367808877134e12,5
2253,2.747175604599204e12,5
2254,2.762854394405048e12,5
2255,2.7829093269609067e12,5
2256,2.807852992157851e12,5
2257,2.8351661440298228e12,5
2258,2.8635722305569194e12,5
2259,2.8932134102905986e12,5
2260,2.9241636372115464e12,5
2261,2.980145514335991e12,5
2262,3.0416137300002544e12,5
2263,3.1096500600004385e12,5
2264,3.1857563538617954e12,5
2265,3.271598386270587e12,5
2266,3.3817031547322344e12,5
2267,3.5012696997997866e12,5
2268,3.626285775690796e12,5
2269,3.754444690801564e12,5
2270,3.887146722041247e12,5
2271,3.867719876944038e12,5
2272,3.852070245833775e12,5
2273,3.841764296735074e12,5
2274,3.839361034477086e12,5
2275,3.8461302954118145e12,5
2276,3.688144581484484e12,5
2277,3.540799910052091e12,5
2278,3.401713490199129e12,5
2279,3.269823889813789e12,5
2280,3.143836131337738e12,5
2281,3.089339165746518e12,5
2282,3.038483162599788e12,5
2283,2.9917672586036094e12,5
2284,2.950000575110789e12,5
2285,2.914684403449453e12,5
2286,2.875361672854869e12,5
2287,2.8409538903826655e12,5
2288,2.8089053578777847e12,5
2289,2.7764456504173696e12,5
2290,2.744280384174454e12,5
2291,2.721146801265717e12,5
2292,2.6998096671713784e12,5
2293,2.681242171828971e12,5
2294,2.666945383521058e12,5
2295,2.6588030487466953e12,5
2296,2.716663957082306e12,5
2297,2.780778845310526e12,5
2298,2.849222660809583e12,5
2299,2.919123721639673e12,5
2300,2.989908249277381e12,5
1750,NA,6
1751,NA,6
1752,NA,6
1753,NA,6
1754,NA,6
1755,NA,6
1756,NA,6
1757,NA,6
1758,NA,6
1759,NA,6
1760,NA,6
1761,NA,6
1762,NA,6
1763,NA,6
1764,NA,6
1765,NA,6
1766,NA,6
1767,NA,6
1768,NA,6
1769,NA,6
1770,NA,6
1771,NA,6
1772,NA,6
1773,NA,6
1774,NA,6
1775,NA,6
1776,NA,6
1777,NA,6
1778,NA,6
1779,NA,6
1780,NA,6
1781,NA,6
1782,NA,6
1783,NA,6
1784,NA,6
1785,NA,6
1786,NA,6
1787,NA,6
1788,NA,6
1789,NA,6
1790,NA,6
1791,NA,6
1792,NA,6
1793,NA,6
1794,NA,6
1795,NA,6
1796,NA,6
1797,NA,6
1798,NA,6
1799,NA,6
1800,NA,6
1801,NA,6
1802,NA,6
1803,NA,6
1804,NA,6
1805,NA,6
1806,NA,6
1807,NA,6
1808,NA,6
1809,NA,6
1810,NA,6
1811,NA,6
1812,NA,6
1813,NA,6
1814,NA,6
1815,NA,6
1816,NA,6
1817,NA,6
1818,NA,6
1819,NA,6
1820,NA,6
1821,NA,6
1822,NA,6
1823,NA,6
1824,NA,6
1825,NA,6
1826,NA,6
1827,NA,6
1828,NA,6
1829,NA,6
1830,NA,6
1831,NA,6
1832,NA,6
1833,NA,6
1834,NA,6
1835,NA,6
1836,NA,6
1837,NA,6
1838,NA,6
1839,NA,6
1840,NA,6
1841,NA,6
1842,NA,6
1843,NA,6
1844,NA,6
1845,NA,6
1846,NA,6
1847,NA,6
1848,NA,6
1849,NA,6
1850,NA,6
1851,NA,6
1852,NA,6
1853,NA,6
1854,NA,6
1855,NA,6
1856,NA,6
1857,NA,6
1858,NA,6
1859,NA,6
1860,NA,6
1861,NA,6
1862,NA,6
1863,NA,6
1864,NA,6
1865,NA,6
1866,NA,6
1867,NA,6
1868,NA,6
1869,NA,6
1870,NA,6
1871,NA,6
1872,NA,6
1873,NA,6
1874,NA,6
1875,NA,6
1876,NA,6
1877,NA,6
1878,NA,6
1879,NA,6
1880,NA,6
1881,NA,6
1882,NA,6
1883,NA,6
1884,NA,6
1885,NA,6
1886,NA,6
1887,NA,6
1888,NA,6
1889,NA,6
1890,NA,6
1891,NA,6
1892,NA,6
1893,NA,6
1894,NA,6
1895,NA,6
1896,NA,6
1897,NA,6
1898,NA,6
1899,NA,6
1900,NA,6
1901,NA,6
1902,NA,6
1903,NA,6
1904,NA,6
1905,NA,6
1906,NA,6
1907,NA,6
1908,NA,6
1909,NA,6
1910,NA,6
1911,NA,6
1912,NA,6
1913,NA,6
1914,NA,6
1915,NA,6
1916,NA,6
1917,NA,6
1918,NA,6
1919,NA,6
1920,NA,6
1921,NA,6
1922,NA,6
1923,NA,6
1924,NA,6
1925,NA,6
1926,NA,6
1927,NA,6
1928,NA,6
1929,NA,6
1930,NA,6
1931,NA,6
1932,NA,6
1933,NA,6
1934,NA,6
1935,NA,6
1936,NA,6
1937,NA,6
1938,NA,6
1939,NA,6
1940,NA,6
1941,NA,6
1942,NA,6
1943,NA,6
1944,NA,6
1945,NA,6
1946,NA,6
1947,NA,6
1948,NA,6
1949,NA,6
1950,NA,6
1951,NA,6
1952,NA,6
1953,NA,6
1954,NA,6
1955,NA,6
1956,NA,6
1957,NA,6
1958,NA,6
1959,NA,6
1960,NA,6
1961,NA,6
1962,NA,6
1963,NA,6
1964,NA,6
1965,NA,6
1966,NA,6
1967,NA,6
1968,NA,6
1969,NA,6
1970,NA,6
1971,NA,6
1972,NA,6
1973,NA,6
1974,NA,6
1975,NA,6
1976,NA,6
1977,NA,6
1978,NA,6
1979,NA,6
1980,NA,6
1981,NA,6
1982,NA,6
1983,NA,6
1984,NA,6
1985,NA,6
1986,NA,6
1987,NA,6
1988,NA,6
1989,NA,6
1990,NA,6
1991,NA,6
1992,NA,6
1993,NA,6
1994,NA,6
1995,NA,6
1996,NA,6
1997,NA,6
1998,NA,6
1999,NA,6
2000,NA,6
2001,NA,6
2002,NA,6
2003,NA,6
2004,NA,6
2005,NA,6
2006,NA,6
2007,NA,6
2008,NA,6
2009,NA,6
2010,NA,6
2011,NA,6
2012,NA,6
2013,NA,6
2014,NA,6
2015,NA,6
2016,NA,6
2017,NA,6
2018,NA,6
2019,NA,6
2020,9.179492924635684e11,6
2021,9.918610444117935e11,6
2022,1.0787060008916965e12,6
2023,1.1772538422160662e12,6
2024,1.283974843691915e12,6
2025,1.3929717998297083e12,6
2026,1.469656018222317e12,6
2027,1.5412159874992622e12,6
2028,1.611062498865118e12,6
2029,1.6812101610035508e12,6
2030,1.7534603099499949e12,6
2031,1.8358145179398813e12,6
2032,1.9257462814956484e12,6
2033,2.0293200910535876e12,6
2034,2.153788308156345e12,6
2035,2.2951036486225825e12,6
2036,2.4026985369457515e12,6
2037,2.5134461675846626e12,6
2038,2.623907217438616e12,6
2039,2.7326949861597446e12,6
2040,2.8352522079513945e12,6
2041,2.8667592248586636e12,6
2042,2.9002329315291206e12,6
2043,2.941718036582978e12,6
2044,2.9953429018835835e12,6
2045,3.068848179930358e12,6
2046,3.2369155724087944e12,6
2047,3.426579072178748e12,6
2048,3.6316018428624004e12,6
2049,3.8378980077486665e12,6
2050,4.0353674534534966e12,6
2051,4.174954198322808e12,6
2052,4.3129034570253022e12,6
2053,4.452586519456054e12,6
2054,4.602037122732866e12,6
2055,4.773055119422538e12,6
2056,4.867746986968992e12,6
2057,4.976076730743076e12,6
2058,5.089715147440061e12,6
2059,5.209785266549372e12,6
2060,5.326654580335781e12,6
2061,5.479211420686809e12,6
2062,5.633401545258848e12,6
2063,5.796197238332276e12,6
2064,5.974012557165105e12,6
2065,6.172553587173979e12,6
2066,6.487427564498858e12,6
2067,6.847719387454037e12,6
2068,7.247528388784817e12,6
2069,7.672863959982769e12,6
2070,8.110553688906485e12,6
2071,8.138782121341654e12,6
2072,8.156221142882382e12,6
2073,8.172954302188381e12,6
2074,8.189565475019638e12,6
2075,8.208943986958382e12,6
2076,8.712150958310163e12,6
2077,9.261950742992664e12,6
2078,9.875691246563832e12,6
2079,1.0565868629925938e13,6
2080,1.1334689508203186e13,6
2081,1.1605057092057236e13,6
2082,1.1879692175614893e13,6
2083,1.2148146549242244e13,6
2084,1.2409337530593328e13,6
2085,1.2660198272557396e13,6
2086,1.3444734547603053e13,6
2087,1.4283157118454723e13,6
2088,1.5191519953305404e13,6
2089,1.6191267310466637e13,6
2090,1.731356006332803e13,6
2091,1.783037974929305e13,6
2092,1.840155967854443e13,6
2093,1.8991289544817625e13,6
2094,1.9549745997033293e13,6
2095,2.007643810086993e13,6
2096,2.0384926505947473e13,6
2097,2.068790024424503e13,6
2098,2.1005663447599254e13,6
2099,2.136020003239859e13,6
2100,2.1784949428953586e13,6
2101,2.2448656737516105e13,6
2102,2.3168439632020387e13,6
2103,2.391687530777669e13,6
2104,2.4691420196674188e13,6
2105,2.548291365915425e13,6
2106,2.5465195516718184e13,6
2107,2.5452477374358223e13,6
2108,2.5454436515699918e13,6
2109,2.548271014565316e13,6
2110,2.5550942841141516e13,6
2111,2.604432369279889e13,6
2112,2.6588940462168387e13,6
2113,2.715557555904491e13,6
2114,2.772668977565993e13,6
2115,2.8300475283380777e13,6
2116,2.8672371222566414e13,6
2117,2.9066317754932305e13,6
2118,2.949732867160029e13,6
2119,2.99771364684893e13,6
2120,3.0529177654774836e13,6
2121,3.0406414728187996e13,6
2122,3.0362956612902645e13,6
2123,3.03514710616073e13,6
2124,3.0351914141291137e13,6
2125,3.0360725623075445e13,6
2126,3.0603102844356906e13,6
2127,3.085315288022605e13,6
2128,3.1125393439069324e13,6
2129,3.143346778793582e13,6
2130,3.1801692462985156e13,6
2131,3.317947334413972e13,6
2132,3.469109479037529e13,6
2133,3.630433348780253e13,6
2134,3.800168422559151e13,6
2135,3.975704988596633e13,6
2136,4.046358451817899e13,6
2137,4.119819755778481e13,6
2138,4.1989897633325414e13,6
2139,4.284892962446911e13,6
2140,4.3793568577145086e13,6
2141,4.359410759001045e13,6
2142,4.347392738402132e13,6
2143,4.3404737146699914e13,6
2144,4.336553075144521e13,6
2145,4.334882630166255e13,6
2146,4.450043587610285e13,6
2147,4.569448413140755e13,6
2148,4.694242736856365e13,6
2149,4.824392997107337e13,6
2150,4.961530488377302e13,6
2151,5.002864593987636e13,6
2152,5.051787974307086e13,6
2153,5.112312525670686e13,6
2154,5.184701834192636e13,6
2155,5.263622109493227e13,6
2156,5.265974495795893e13,6
2157,5.271923628645956e13,6
2158,5.279596274284491e13,6
2159,5.289467230491956e13,6
2160,5.3040248352634195e13,6
2161,5.277513064507083e13,6
2162,5.262103666703472e13,6
2163,5.261376279899897e13,6
2164,5.276087466304027e13,6
2165,5.2987608070563734e13,6
2166,5.412459819554073e13,6
2167,5.5311717909109414e13,6
2168,5.652300810270475e13,6
2169,5.779577697496361e13,6
2170,5.9162005047761516e13,6
2171,5.965489794471752e13,6
2172,6.025132483321178e13,6
2173,6.099810455416048e13,6
2174,6.1898831131942734e13,6
2175,6.292613434024802e13,6
2176,6.599792483603891e13,6
2177,6.923786952659263e13,6
2178,7.262330309407456e13,6
2179,7.617831267124453e13,6
2180,7.993710220252383e13,6
2181,8.16829280612252e13,6
2182,8.358340963435947e13,6
2183,8.566025789319366e13,6
2184,8.79474327909172e13,6
2185,9.04902969379628e13,6
2186,9.501782975151803e13,6
2187,1.000491873972527e14,6
2188,1.0558049021424386e14,6
2189,1.1167563245462494e14,6
2190,1.1831491057134862e14,6
2191,1.1824343736056661e14,6
2192,1.1817856565451112e14,6
2193,1.1817742430576094e14,6
2194,1.1827647877130192e14,6
2195,1.1851267365033327e14,6
2196,1.1872899387130817e14,6
2197,1.192627004674685e14,6
2198,1.2005795300380611e14,6
2199,1.2099548139329311e14,6
2200,1.219931055851086e14,6
2201,1.239038587604958e14,6
2202,1.2585932530115647e14,6
2203,1.2792606462978828e14,6
2204,1.3010444809427483e14,6
2205,1.324170644783045e14,6
2206,1.3164414920578242e14,6
2207,1.3107579032622505e14,6
2208,1.3077964024841669e14,6
2209,1.3078338088846939e14,6
2210,1.3106189216118898e14,6
2211,1.3448635306943092e14,6
2212,1.3814349492326681e14,6
2213,1.4199960980023188e14,6
2214,1.4605584007390634e14,6
2215,1.5030733967800034e14,6
2216,1.5449718055145572e14,6
2217,1.5892835222039238e14,6
2218,1.636717923253756e14,6
2219,1.688122814878918e14,6
2220,1.7445671414618656e14,6
2221,1.7421006529023072e14,6
2222,1.7434682747516972e14,6
2223,1.7470678404721947e14,6
2224,1.7509232743782034e14,6
2225,1.755106418126514e14,6
2226,1.8046733833771375e14,6
2227,1.8561535271896034e14,6
2228,1.9103176310328203e14,6
2229,1.96807535263036e14,6
2230,2.031097974248687e14,6
2231,2.135864330837774e14,6
2232,2.2498961572122978e14,6
2233,2.373687427017263e14,6
2234,2.507275367783507e14,6
2235,2.6505938637933856e14,6
2236,2.7166331200871338e14,6
2237,2.7857844240453012e14,6
2238,2.859562515120937e14,6
2239,2.939027287156068e14,6
2240,3.025741841499014e14,6
2241,3.145656964622743e14,6
2242,3.276251625179249e14,6
2243,3.415726876382076e14,6
2244,3.562118003210388e14,6
2245,3.714004243827905e14,6
2246,4.029524468313166e14,6
2247,4.373751539770371e14,6
2248,4.750418623516441e14,6
2249,5.1630409956345456e14,6
2250,5.616365011695377e14,6
2251,5.751937489899801e14,6
2252,5.903516471086441e14,6
2253,6.074539681271509e14,6
2254,6.26743838737048e14,6
2255,6.480533396609194e14,6
2256,6.429219307110165e14,6
2257,6.388394010640745e14,6
2258,6.354950723203124e14,6
2259,6.328339136398875e14,6
2260,6.308089205606828e14,6
2261,6.277678938406861e14,6
2262,6.257734830678072e14,6
2263,6.249970766014415e14,6
2264,6.256770249610725e14,6
2265,6.280884918491798e14,6
2266,6.2397125440565e14,6
2267,6.218723555084416e14,6
2268,6.21061140862542e14,6
2269,6.210498632534541e14,6
2270,6.219024157761076e14,6
2271,6.180832878040118e14,6
2272,6.149636276316175e14,6
2273,6.12761757176468e14,6
2274,6.118608746045429e14,6
2275,6.125105029714005e14,6
2276,6.31262625551753e14,6
2277,6.513755749907034e14,6
2278,6.726354396117202e14,6
2279,6.949562299760681e14,6
2280,7.181606616465994e14,6
2281,7.359551782053438e14,6
2282,7.552867714666496e14,6
2283,7.763375316590332e14,6
2284,7.994057174253118e14,6
2285,8.250347965554505e14,6
2286,8.288639278275394e14,6
2287,8.341965823678848e14,6
2288,8.404741889919606e14,6
2289,8.469839798450445e14,6
2290,8.537899360195089e14,6
2291,8.367865200696929e14,6
2292,8.202304468206422e14,6
2293,8.043469892460885e14,6
2294,7.895126670890344e14,6
2295,7.7621845592489e14,6
2296,8.029669962372969e14,6
2297,8.324096198310714e14,6
2298,8.642315426295596e14,6
2299,8.977692739030346e14,6
2300,9.328499089890758e14,6
1750,NA,7
1751,NA,7
1752,NA,7
1753,NA,7
1754,NA,7
1755,NA,7
1756,NA,7
1757,NA,7
1758,NA,7
1759,NA,7
1760,NA,7
1761,NA,7
1762,NA,7
1763,NA,7
1764,NA,7
1765,NA,7
1766,NA,7
1767,NA,7
1768,NA,7
1769,NA,7
1770,NA,7
1771,NA,7
1772,NA,7
1773,NA,7
1774,NA,7
1775,NA,7
1776,NA,7
1777,NA,7
1778,NA,7
1779,NA,7
1780,NA,7
1781,NA,7
1782,NA,7
1783,NA,7
1784,NA,7
1785,NA,7
1786,NA,7
1787,NA,7
1788,NA,7
1789,NA,7
1790,NA,7
1791,NA,7
1792,NA,7
1793,NA,7
1794,NA,7
1795,NA,7
1796,NA,7
1797,NA,7
1798,NA,7
1799,NA,7
1800,NA,7
1801,NA,7
1802,NA,7
1803,NA,7
1804,NA,7
1805,NA,7
1806,NA,7
1807,NA,7
1808,NA,7
1809,NA,7
1810,NA,7
1811,NA,7
1812,NA,7
1813,NA,7
1814,NA,7
1815,NA,7
1816,NA,7
1817,NA,7
1818,NA,7
1819,NA,7
1820,NA,7
1821,NA,7
1822,NA,7
1823,NA,7
1824,NA,7
1825,NA,7
1826,NA,7
1827,NA,7
1828,NA,7
1829,NA,7
1830,NA,7
1831,NA,7
1832,NA,7
1833,NA,7
1834,NA,7
1835,NA,7
1836,NA,7
1837,NA,7
1838,NA,7
1839,NA,7
1840,NA,7
1841,NA,7
1842,NA,7
1843,NA,7
1844,NA,7
1845,NA,7
1846,NA,7
1847,NA,7
1848,NA,7
1849,NA,7
1850,NA,7
1851,NA,7
1852,NA,7
1853,NA,7
1854,NA,7
1855,NA,7
1856,NA,7
1857,NA,7
1858,NA,7
1859,NA,7
1860,NA,7
1861,NA,7
1862,NA,7
1863,NA,7
1864,NA,7
1865,NA,7
1866,NA,7
1867,NA,7
1868,NA,7
1869,NA,7
1870,NA,7
1871,NA,7
1872,NA,7
1873,NA,7
1874,NA,7
1875,NA,7
1876,NA,7
1877,NA,7
1878,NA,7
1879,NA,7
1880,NA,7
1881,NA,7
1882,NA,7
1883,NA,7
1884,NA,7
1885,NA,7
1886,NA,7
1887,NA,7
1888,NA,7
1889,NA,7
1890,NA,7
1891,NA,7
1892,NA,7
1893,NA,7
1894,NA,7
1895,NA,7
1896,NA,7
1897,NA,7
1898,NA,7
1899,NA,7
1900,NA,7
1901,NA,7
1902,NA,7
1903,NA,7
1904,NA,7
1905,NA,7
1906,NA,7
1907,NA,7
1908,NA,7
1909,NA,7
1910,NA,7
1911,NA,7
1912,NA,7
1913,NA,7
1914,NA,7
1915,NA,7
1916,NA,7
1917,NA,7
1918,NA,7
1919,NA,7
1920,NA,7
1921,NA,7
1922,NA,7
1923,NA,7
1924,NA,7
1925,NA,7
1926,NA,7
1927,NA,7
1928,NA,7
1929,NA,7
1930,NA,7
1931,NA,7
1932,NA,7
1933,NA,7
1934,NA,7
1935,NA,7
1936,NA,7
1937,NA,7
1938,NA,7
1939,NA,7
1940,NA,7
1941,NA,7
1942,NA,7
1943,NA,7
1944,NA,7
1945,NA,7
1946,NA,7
1947,NA,7
1948,NA,7
1949,NA,7
1950,NA,7
1951,NA,7
1952,NA,7
1953,NA,7
1954,NA,7
1955,NA,7
1956,NA,7
1957,NA,7
1958,NA,7
1959,NA,7
1960,NA,7
1961,NA,7
1962,NA,7
1963,NA,7
1964,NA,7
1965,NA,7
1966,NA,7
1967,NA,7
1968,NA,7
1969,NA,7
1970,NA,7
1971,NA,7
1972,NA,7
1973,NA,7
1974,NA,7
1975,NA,7
1976,NA,7
1977,NA,7
1978,NA,7
1979,NA,7
1980,NA,7
1981,NA,7
1982,NA,7
1983,NA,7
1984,NA,7
1985,NA,7
1986,NA,7
1987,NA,7
1988,NA,7
1989,NA,7
1990,NA,7
1991,NA,7
1992,NA,7
1993,NA,7
1994,NA,7
1995,NA,7
1996,NA,7
1997,NA,7
1998,NA,7
1999,NA,7
2000,NA,7
2001,NA,7
2002,NA,7
2003,NA,7
2004,NA,7
2005,NA,7
2006,NA,7
2007,NA,7
2008,NA,7
2009,NA,7
2010,NA,7
2011,NA,7
2012,NA,7
2013,NA,7
2014,NA,7
2015,NA,7
2016,NA,7
2017,NA,7
2018,NA,7
2019,NA,7
2020,7.244251384215281e11,7
2021,7.889247495950283e11,7
2022,8.590677637766226e11,7
2023,9.343726823866576e11,7
2024,1.013234800422674e12,7
2025,1.0929370985307101e12,7
2026,1.1515672680540159e12,7
2027,1.2071572584340396e12,7
2028,1.2617454445507966e12,7
2029,1.3164749755908013e12,7
2030,1.373093654443399e12,7
2031,1.3662160793356738e12,7
2032,1.36308851103834e12,7
2033,1.3655183728558245e12,7
2034,1.3753071728004517e12,7
2035,1.389218842149757e12,7
2036,1.4673253023969722e12,7
2037,1.54964438850018e12,7
2038,1.6352127685340217e12,7
2039,1.7238625874246003e12,7
2040,1.8142062236377234e12,7
2041,1.936043265663377e12,7
2042,2.0724893748535325e12,7
2043,2.2289316967416597e12,7
2044,2.41083627801932e12,7
2045,2.6268904001668223e12,7
2046,2.7338604058295254e12,7
2047,2.8512220413413447e12,7
2048,2.975022963550631e12,7
2049,3.097574686928451e12,7
2050,3.2141391771862065e12,7
2051,3.24304778814982e12,7
2052,3.271080680267143e12,7
2053,3.300443317086789e12,7
2054,3.3352928484228154e12,7
2055,3.3809920049919062e12,7
2056,3.5396329419381865e12,7
2057,3.711292396707046e12,7
2058,3.892565901527126e12,7
2059,4.084886215529865e12,7
2060,4.2837918410120156e12,7
2061,4.336520992533953e12,7
2062,4.3859673589280044e12,7
2063,4.436331244192926e12,7
2064,4.490989352396533e12,7
2065,4.552549553963039e12,7
2066,4.660768097315409e12,7
2067,4.785036745484515e12,7
