"time","net_consumption","trialnum"
2156,849732.9340599246,5
2157,836820.8010012018,5
2158,825071.3939681932,5
2159,814436.0924950121,5
2160,804857.4787743301,5
2161,762930.1037675701,5
2162,723406.3422718715,5
2163,686695.9023919791,5
2164,652582.0164120083,5
2165,620928.147668665,5
2166,625189.8508845709,5
2167,630725.7734377048,5
2168,637338.4000136332,5
2169,644992.7738759174,5
2170,653667.8155908177,5
2171,650461.1120535107,5
2172,647529.8245575334,5
2173,645080.7099276347,5
2174,643128.388741777,5
2175,641709.2567790529,5
2176,612538.334922284,5
2177,585291.4697597738,5
2178,559843.7499123687,5
2179,536063.4922256838,5
2180,513829.7799304846,5
2181,509293.785300333,5
2182,505574.9084274836,5
2183,502428.64600057004,5
2184,499837.97349125193,5
2185,497785.7263048722,5
2186,497343.40027908154,5
2187,497462.42330710735,5
2188,498134.2630230805,5
2189,499369.8559392843,5
2190,501210.02364826493,5
2191,494393.938527963,5
2192,488420.5762689335,5
2193,482906.0097541261,5
2194,477831.254827069,5
2195,473179.24829844944,5
2196,474440.1920873352,5
2197,476532.7753915202,5
2198,479787.2615892188,5
2199,484264.1968559331,5
2200,490017.2346630194,5
2201,496703.54930159834,5
2202,504077.7882791691,5
2203,512094.618313186,5
2204,520775.55419939593,5
2205,530138.3583452712,5
2206,531336.2490840785,5
2207,532378.0876029304,5
2208,533691.0668244471,5
2209,535274.4670859857,5
2210,537141.0493974814,5
2211,538193.2751820466,5
2212,539909.840505266,5
2213,542220.0920717057,5
2214,545134.0125602362,5
2215,548667.3542479919,5
2216,564957.5830380076,5
2217,582780.7112018561,5
2218,601845.7587601558,5
2219,622204.2192080629,5
2220,643911.5284813173,5
2221,628921.715801162,5
2222,615290.6483434346,5
2223,602605.6355876403,5
2224,590889.3828819023,5
2225,580122.1376670789,5
2226,570033.1816738435,5
2227,560980.1214334334,5
2228,552834.9972794557,5
2229,545538.8510518232,5
2230,539028.4220225072,5
2231,556218.6381258889,5
2232,574885.5728773706,5
2233,595224.3443926317,5
2234,617429.9848646172,5
2235,641729.6606229359,5
2236,640032.6450058019,5
2237,638563.7508563291,5
2238,637516.1915334336,5
2239,636874.8936892067,5
2240,636622.0612620447,5
2241,647787.46689884,5
2242,660592.3271564215,5
2243,674077.6065796966,5
2244,688304.9371050429,5
2245,703326.6068025905,5
2246,712942.7332893593,5
2247,723076.0396354214,5
2248,734110.06724686,5
2249,746065.0792491327,5
2250,758959.8998331435,5
2251,757384.3447113734,5
2252,756972.9060813978,5
2253,757434.4176484887,5
2254,758774.2765908563,5
2255,761035.1216421499,5
2256,763465.232068323,5
2257,767837.9622530853,5
2258,773103.3635257804,5
2259,779261.0182907638,5
2260,786317.126037639,5
2261,800306.5365712678,5
2262,815838.5071694076,5
2263,832676.259428533,5
2264,850835.8739721572,5
2265,870336.9488592326,5
2266,895021.7594198913,5
2267,921835.3045101217,5
2268,950583.5451253919,5
2269,981425.8635951838,5
2270,1.0144842703920561e6,5
2271,1.0085452931684249e6,5
2272,1.0030940606961376e6,5
2273,998938.8506517186,5
2274,996011.6917230714,5
2275,994267.0498861047,5
2276,950386.8694255891,5
2277,908817.0575916508,5
2278,870088.4656993032,5
2279,834012.2935097512,5
2280,800418.8511816338,5
2281,786961.1451974224,5
2282,773189.5060334458,5
2283,760333.9158007549,5
2284,748330.4598924168,5
2285,737112.2077121919,5
2286,723634.0991459233,5
2287,711465.5600986358,5
2288,700282.8637092263,5
2289,690075.4931140702,5
2290,680793.5347269181,5
2291,673790.950138829,5
2292,667711.2013570173,5
2293,662449.5796465323,5
2294,657979.9461930176,5
2295,654274.5053510414,5
2296,665396.9200083461,5
2297,678307.9999756656,5
2298,692100.5497951113,5
2299,706843.5234102195,5
2300,722580.7536602798,5
1750,NA,6
1751,NA,6
1752,NA,6
1753,NA,6
1754,NA,6
1755,NA,6
1756,NA,6
1757,NA,6
1758,NA,6
1759,NA,6
1760,NA,6
1761,NA,6
1762,NA,6
1763,NA,6
1764,NA,6
1765,NA,6
1766,NA,6
1767,NA,6
1768,NA,6
1769,NA,6
1770,NA,6
1771,NA,6
1772,NA,6
1773,NA,6
1774,NA,6
1775,NA,6
1776,NA,6
1777,NA,6
1778,NA,6
1779,NA,6
1780,NA,6
1781,NA,6
1782,NA,6
1783,NA,6
1784,NA,6
1785,NA,6
1786,NA,6
1787,NA,6
1788,NA,6
1789,NA,6
1790,NA,6
1791,NA,6
1792,NA,6
1793,NA,6
1794,NA,6
1795,NA,6
1796,NA,6
1797,NA,6
1798,NA,6
1799,NA,6
1800,NA,6
1801,NA,6
1802,NA,6
1803,NA,6
1804,NA,6
1805,NA,6
1806,NA,6
1807,NA,6
1808,NA,6
1809,NA,6
1810,NA,6
1811,NA,6
1812,NA,6
1813,NA,6
1814,NA,6
1815,NA,6
1816,NA,6
1817,NA,6
1818,NA,6
1819,NA,6
1820,NA,6
1821,NA,6
1822,NA,6
1823,NA,6
1824,NA,6
1825,NA,6
1826,NA,6
1827,NA,6
1828,NA,6
1829,NA,6
1830,NA,6
1831,NA,6
1832,NA,6
1833,NA,6
1834,NA,6
1835,NA,6
1836,NA,6
1837,NA,6
1838,NA,6
1839,NA,6
1840,NA,6
1841,NA,6
1842,NA,6
1843,NA,6
1844,NA,6
1845,NA,6
1846,NA,6
1847,NA,6
1848,NA,6
1849,NA,6
1850,NA,6
1851,NA,6
1852,NA,6
1853,NA,6
1854,NA,6
1855,NA,6
1856,NA,6
1857,NA,6
1858,NA,6
1859,NA,6
1860,NA,6
1861,NA,6
1862,NA,6
1863,NA,6
1864,NA,6
1865,NA,6
1866,NA,6
1867,NA,6
1868,NA,6
1869,NA,6
1870,NA,6
1871,NA,6
1872,NA,6
1873,NA,6
1874,NA,6
1875,NA,6
1876,NA,6
1877,NA,6
1878,NA,6
1879,NA,6
1880,NA,6
1881,NA,6
1882,NA,6
1883,NA,6
1884,NA,6
1885,NA,6
1886,NA,6
1887,NA,6
1888,NA,6
1889,NA,6
1890,NA,6
1891,NA,6
1892,NA,6
1893,NA,6
1894,NA,6
1895,NA,6
1896,NA,6
1897,NA,6
1898,NA,6
1899,NA,6
1900,NA,6
1901,NA,6
1902,NA,6
1903,NA,6
1904,NA,6
1905,NA,6
1906,NA,6
1907,NA,6
1908,NA,6
1909,NA,6
1910,NA,6
1911,NA,6
1912,NA,6
1913,NA,6
1914,NA,6
1915,NA,6
1916,NA,6
1917,NA,6
1918,NA,6
1919,NA,6
1920,NA,6
1921,NA,6
1922,NA,6
1923,NA,6
1924,NA,6
1925,NA,6
1926,NA,6
1927,NA,6
1928,NA,6
1929,NA,6
1930,NA,6
1931,NA,6
1932,NA,6
1933,NA,6
1934,NA,6
1935,NA,6
1936,NA,6
1937,NA,6
1938,NA,6
1939,NA,6
1940,NA,6
1941,NA,6
1942,NA,6
1943,NA,6
1944,NA,6
1945,NA,6
1946,NA,6
1947,NA,6
1948,NA,6
1949,NA,6
1950,NA,6
1951,NA,6
1952,NA,6
1953,NA,6
1954,NA,6
1955,NA,6
1956,NA,6
1957,NA,6
1958,NA,6
1959,NA,6
1960,NA,6
1961,NA,6
1962,NA,6
1963,NA,6
1964,NA,6
1965,NA,6
1966,NA,6
1967,NA,6
1968,NA,6
1969,NA,6
1970,NA,6
1971,NA,6
1972,NA,6
1973,NA,6
1974,NA,6
1975,NA,6
1976,NA,6
1977,NA,6
1978,NA,6
1979,NA,6
1980,NA,6
1981,NA,6
1982,NA,6
1983,NA,6
1984,NA,6
1985,NA,6
1986,NA,6
1987,NA,6
1988,NA,6
1989,NA,6
1990,NA,6
1991,NA,6
1992,NA,6
1993,NA,6
1994,NA,6
1995,NA,6
1996,NA,6
1997,NA,6
1998,NA,6
1999,NA,6
2000,NA,6
2001,NA,6
2002,NA,6
2003,NA,6
2004,NA,6
2005,NA,6
2006,NA,6
2007,NA,6
2008,NA,6
2009,NA,6
2010,NA,6
2011,NA,6
2012,NA,6
2013,NA,6
2014,NA,6
2015,NA,6
2016,NA,6
2017,NA,6
2018,NA,6
2019,NA,6
2020,93347.74900477268,6
2021,96230.53456996098,6
2022,99311.5032942161,6
2023,102607.96901838714,6
2024,106141.46652970264,6
2025,109937.91601199275,6
2026,111683.8395084732,6
2027,113700.49572385525,6
2028,115939.5321138274,6
2029,118409.17110057936,6
2030,121119.4467337504,6
2031,124294.88244086847,6
2032,127740.40577785998,6
2033,131372.05658466442,6
2034,135193.41391562734,6
2035,139223.12329928632,6
2036,140644.5490791592,6
2037,142315.8302805417,6
2038,144163.91457883173,6
2039,146195.77275184146,6
2040,148424.5289377997,6
2041,147339.0180878927,6
2042,146592.2757608728,6
2043,146121.38829633372,6
2044,145915.59654094517,6
2045,145959.93658261374,6
2046,149572.43543557375,6
2047,153464.25490585854,6
2048,157584.61397212098,6
2049,161964.5651706319,6
2050,166629.91953687862,6
2051,169380.00410999922,6
2052,172454.02999512924,6
2053,175768.80948589958,6
2054,179324.75538919726,6
2055,183117.65239270768,6
2056,183088.10049304756,6
2057,183323.96469316265,6
2058,183734.07196640098,6
2059,184314.04355680675,6
2060,185076.6390590199,6
2061,187529.90496423718,6
2062,190424.60455493027,6
2063,193704.53707526595,6
2064,197373.0968185481,6
2065,201437.5534270851,6
2066,208531.04067419295,6
2067,216036.77957108011,6
2068,223983.41065986073,6
2069,232427.93530101547,6
2070,241428.6642963281,6
2071,238805.09212460872,6
2072,236470.23797355447,6
2073,234380.1455503538,6
2074,232526.61177670263,6
2075,230899.36832253347,6
2076,242834.4658768071,6
2077,255626.55914004665,6
2078,269350.60078654735,6
2079,284076.2209540747,6
2080,299896.69581592386,6
2081,302091.78777824715,6
2082,304429.56117013283,6
2083,306994.2645498196,6
2084,309795.7696374586,6
2085,312847.78929237183,6
2086,329584.5508256213,6
2087,347459.7655065355,6
2088,366557.9604758869,6
2089,386945.7994946703,6
2090,408683.67325034284,6
2091,414609.14812424424,6
2092,420908.9701849863,6
2093,427577.69346232986,6
2094,434706.3875388682,6
2095,442312.4675308068,6
2096,446094.71785559494,6
2097,450462.95508280303,6
2098,455338.9508265159,6
2099,460714.56675327534,6
2100,466567.1722489258,6
2101,476189.34075577173,6
2102,486569.755118586,6
2103,497724.1771040405,6
2104,509706.6953104772,6
2105,522586.43783895613,6
2106,519423.913121489,6
2107,516861.03182716435,6
2108,514776.74116661085,6
2109,513134.33289298014,6
2110,511897.0828603299,6
2111,518305.4424596355,6
2112,525133.8113406065,6
2113,532488.6768299236,6
2114,540420.8930230516,6
2115,548960.6470993566,6
2116,554076.4478308073,6
2117,559859.0493137899,6
2118,566526.8428348858,6
2119,574093.0302132803,6
2120,582557.6202488207,6
2121,577615.5721163817,6
2122,573140.1292408486,6
2123,569348.4674419232,6
2124,566258.8148715359,6
2125,563867.7596771753,6
2126,566766.4265457134,6
2127,570180.0522118991,6
2128,574193.8864391439,6
2129,578796.9155683847,6
2130,583964.8196847959,6
2131,606208.9285240038,6
2132,629783.9163762283,6
2133,654838.6187733717,6
2134,681516.7874663485,6
2135,709984.429296995,6
2136,720611.7150162326,6
2137,732523.4869525465,6
2138,745598.026284171,6
2139,759893.2489311066,6
2140,775463.8790911597,6
2141,769955.7896145848,6
2142,765160.6195869397,6
2143,760874.5345616047,6
2144,757114.6233543562,6
2145,753880.7943161227,6
2146,771653.7214243606,6
2147,790310.2104634227,6
2148,810077.5464865421,6
2149,831020.2021345088,6
2150,853183.8834934025,6
2151,858665.8076311193,6
2152,864917.2010413347,6
2153,871852.1591396022,6
2154,879483.5499746485,6
2155,887905.0698049221,6
2156,884249.54081597,6
2157,881637.8650575393,6
2158,880434.1789790201,6
2159,880598.1143443583,6
2160,882076.5869943845,6
2161,877276.6864037203,6
2162,873252.5874102261,6
2163,870307.3565104674,6
2164,868393.9398503001,6
2165,867588.4269175873,6
2166,882301.4376179397,6
2167,898326.7434071248,6
2168,916102.0542148708,6
2169,935684.4721836721,6
2170,957150.5633556873,6
2171,964139.5746716,6
2172,972647.464690001,6
2173,982269.9487729052,6
2174,993034.271199272,6
2175,1.0050172903648929e6,6
2176,1.048628544427374e6,6
2177,1.09589872582448e6,6
2178,1.1464697680618253e6,6
2179,1.2005885772156427e6,6
2180,1.2585177788261976e6,6
2181,1.2853750024400495e6,6
2182,1.3146500654933057e6,6
2183,1.3466488055063735e6,6
2184,1.3814815943334703e6,6
2185,1.4192616693337006e6,6
2186,1.4856232057916038e6,6
2187,1.5582435972877487e6,6
2188,1.6377763837504778e6,6
2189,1.7250938168207463e6,6
2190,1.8213244837736322e6,6
2191,1.8161370772009692e6,6
2192,1.813046798442369e6,6
2193,1.8115033006927064e6,6
2194,1.811455058779443e6,6
2195,1.8128544575414453e6,6
2196,1.8119344174507337e6,6
2197,1.8130903494133318e6,6
2198,1.8164284468797094e6,6
2199,1.8221177588537713e6,6
2200,1.830286145566284e6,6
2201,1.8545611656241096e6,6
2202,1.8807306830443759e6,6
2203,1.9091083515130414e6,6
2204,1.939780872261129e6,6
2205,1.9728126044366611e6,6
2206,1.9609009127069418e6,6
2207,1.9503754662080174e6,6
2208,1.9422509332631906e6,6
2209,1.9365111341790843e6,6
2210,1.9332265427573808e6,6
2211,1.9761665778583793e6,6
2212,2.022390519220731e6,6
2213,2.0723563653411067e6,6
2214,2.126264700597135e6,6
2215,2.1843410639102887e6,6
2216,2.2423444023383795e6,6
2217,2.3043885454872567e6,6
2218,2.3701063733112663e6,6
2219,2.439627190601278e6,6
2220,2.5130711081704027e6,6
2221,2.4988365391496317e6,6
2222,2.4875463737275447e6,6
2223,2.479515472751875e6,6
2224,2.4749394739725697e6,6
2225,2.473765280292194e6,6
2226,2.538594466625832e6,6
2227,2.6073902244573445e6,6
2228,2.6801224065357256e6,6
2229,2.7568981212194203e6,6
2230,2.837744189894503e6,6
2231,2.972875504104833e6,6
2232,3.119103207710116e6,6
2233,3.277114107962309e6,6
2234,3.448198256359787e6,6
2235,3.6338048514003647e6,6
2236,3.717455733428303e6,6
2237,3.8063184243984874e6,6
2238,3.9019968360946192e6,6
2239,4.0048291596981334e6,6
2240,4.1151349958867882e6,6
2241,4.266867687662194e6,6
2242,4.425483973302906e6,6
2243,4.592688054951904e6,6
2244,4.769271896899553e6,6
2245,4.955995496358046e6,6
2246,5.362603804647169e6,6
2247,5.811874367377443e6,6
2248,6.305692396594826e6,6
2249,6.848832438509538e6,6
2250,7.446528114008786e6,6
2251,7.624380529465733e6,6
2252,7.819814186673079e6,6
2253,8.034584606264782e6,6
2254,8.269652915129751e6,6
2255,8.526638408964977e6,6
2256,8.433968344816204e6,6
2257,8.359014773092281e6,6
2258,8.299626874715915e6,6
2259,8.25513223291195e6,6
2260,8.224959994056764e6,6
2261,8.18224980987562e6,6
2262,8.1556198648777185e6,6
2263,8.1420227670268025e6,6
2264,8.141064026755026e6,6
2265,8.152430375086959e6,6
2266,8.073903866474735e6,6
2267,8.0127813818403315e6,6
2268,7.972227978223779e6,6
2269,7.952006216547346e6,6
2270,7.951384589290109e6,6
2271,7.903573348239006e6,6
2272,7.864255560652008e6,6
2273,7.837156142815669e6,6
2274,7.821781535216074e6,6
2275,7.817907118820483e6,6
2276,8.034681646189725e6,6
2277,8.2682055603423985e6,6
2278,8.517360649730379e6,6
2279,8.783327871478248e6,6
2280,9.067487661581084e6,6
2281,9.29150189889001e6,6
2282,9.535588513578683e6,6
2283,9.800900831837226e6,6
2284,1.008752563788972e7,6
2285,1.0395399817238325e7,6
2286,1.0404784642719492e7,6
2287,1.0434949854708478e7,6
2288,1.0478126337234e7,6
2289,1.0535608594913887e7,6
2290,1.060780853602609e7,6
2291,1.0389975865747191e7,6
2292,1.0183922562066333e7,6
2293,9.989499629630744e6,6
2294,9.805774479455344e6,6
2295,9.63171433873927e6,6
2296,9.944838570319802e6,6
2297,1.0279333753332216e7,6
2298,1.0637796014833355e7,6
2299,1.1022871232954925e7,6
2300,1.1436773711106814e7,6
1750,NA,7
1751,NA,7
1752,NA,7
1753,NA,7
1754,NA,7
1755,NA,7
1756,NA,7
1757,NA,7
1758,NA,7
1759,NA,7
1760,NA,7
1761,NA,7
1762,NA,7
1763,NA,7
1764,NA,7
1765,NA,7
1766,NA,7
1767,NA,7
1768,NA,7
1769,NA,7
1770,NA,7
1771,NA,7
1772,NA,7
1773,NA,7
1774,NA,7
1775,NA,7
1776,NA,7
1777,NA,7
1778,NA,7
1779,NA,7
1780,NA,7
1781,NA,7
1782,NA,7
1783,NA,7
1784,NA,7
1785,NA,7
1786,NA,7
1787,NA,7
1788,NA,7
1789,NA,7
1790,NA,7
1791,NA,7
1792,NA,7
1793,NA,7
1794,NA,7
1795,NA,7
1796,NA,7
1797,NA,7
1798,NA,7
1799,NA,7
1800,NA,7
1801,NA,7
1802,NA,7
1803,NA,7
1804,NA,7
1805,NA,7
1806,NA,7
1807,NA,7
1808,NA,7
1809,NA,7
1810,NA,7
1811,NA,7
1812,NA,7
1813,NA,7
1814,NA,7
1815,NA,7
1816,NA,7
1817,NA,7
1818,NA,7
1819,NA,7
1820,NA,7
1821,NA,7
1822,NA,7
1823,NA,7
1824,NA,7
1825,NA,7
1826,NA,7
1827,NA,7
1828,NA,7
1829,NA,7
1830,NA,7
1831,NA,7
1832,NA,7
1833,NA,7
1834,NA,7
1835,NA,7
1836,NA,7
1837,NA,7
1838,NA,7
1839,NA,7
1840,NA,7
1841,NA,7
1842,NA,7
1843,NA,7
1844,NA,7
1845,NA,7
1846,NA,7
1847,NA,7
1848,NA,7
1849,NA,7
1850,NA,7
1851,NA,7
1852,NA,7
1853,NA,7
1854,NA,7
1855,NA,7
1856,NA,7
1857,NA,7
1858,NA,7
1859,NA,7
1860,NA,7
1861,NA,7
1862,NA,7
1863,NA,7
1864,NA,7
1865,NA,7
1866,NA,7
1867,NA,7
1868,NA,7
1869,NA,7
1870,NA,7
1871,NA,7
1872,NA,7
1873,NA,7
1874,NA,7
1875,NA,7
1876,NA,7
1877,NA,7
1878,NA,7
1879,NA,7
1880,NA,7
1881,NA,7
1882,NA,7
1883,NA,7
1884,NA,7
1885,NA,7
1886,NA,7
1887,NA,7
1888,NA,7
1889,NA,7
1890,NA,7
1891,NA,7
1892,NA,7
1893,NA,7
1894,NA,7
1895,NA,7
1896,NA,7
1897,NA,7
1898,NA,7
1899,NA,7
1900,NA,7
1901,NA,7
1902,NA,7
1903,NA,7
1904,NA,7
1905,NA,7
1906,NA,7
1907,NA,7
1908,NA,7
1909,NA,7
1910,NA,7
1911,NA,7
1912,NA,7
1913,NA,7
1914,NA,7
1915,NA,7
1916,NA,7
1917,NA,7
1918,NA,7
1919,NA,7
1920,NA,7
1921,NA,7
1922,NA,7
1923,NA,7
1924,NA,7
1925,NA,7
1926,NA,7
1927,NA,7
1928,NA,7
1929,NA,7
1930,NA,7
1931,NA,7
1932,NA,7
1933,NA,7
1934,NA,7
1935,NA,7
1936,NA,7
1937,NA,7
1938,NA,7
1939,NA,7
1940,NA,7
1941,NA,7
1942,NA,7
1943,NA,7
1944,NA,7
1945,NA,7
1946,NA,7
1947,NA,7
1948,NA,7
1949,NA,7
1950,NA,7
1951,NA,7
1952,NA,7
1953,NA,7
1954,NA,7
1955,NA,7
1956,NA,7
1957,NA,7
1958,NA,7
1959,NA,7
1960,NA,7
1961,NA,7
1962,NA,7
1963,NA,7
1964,NA,7
1965,NA,7
1966,NA,7
1967,NA,7
1968,NA,7
1969,NA,7
1970,NA,7
1971,NA,7
1972,NA,7
1973,NA,7
1974,NA,7
1975,NA,7
1976,NA,7
1977,NA,7
1978,NA,7
1979,NA,7
1980,NA,7
1981,NA,7
1982,NA,7
1983,NA,7
1984,NA,7
1985,NA,7
1986,NA,7
1987,NA,7
1988,NA,7
1989,NA,7
1990,NA,7
1991,NA,7
1992,NA,7
1993,NA,7
1994,NA,7
1995,NA,7
1996,NA,7
1997,NA,7
1998,NA,7
1999,NA,7
2000,NA,7
2001,NA,7
2002,NA,7
2003,NA,7
2004,NA,7
2005,NA,7
2006,NA,7
2007,NA,7
2008,NA,7
2009,NA,7
2010,NA,7
2011,NA,7
2012,NA,7
2013,NA,7
2014,NA,7
2015,NA,7
2016,NA,7
2017,NA,7
2018,NA,7
2019,NA,7
2020,112092.82464987673,7
2021,116155.35628002403,7
2022,120473.58500063894,7
2023,125063.82167451644,7
2024,129944.74568988563,7
2025,135137.56883155226,7
2026,138194.12886387054,7
2027,141469.17343393093,7
2028,144907.38368159946,7
2029,148514.54376004642,7
2030,152296.39048012585,7
2031,148758.23106121414,7
2032,145495.90768667808,7
2033,142419.8637580558,7
2034,139520.7687317059,7
2035,136794.63354067726,7
2036,140100.81240595714,7
2037,143779.76380754798,7
2038,147768.91245709054,7
2039,152101.53963897497,7
2040,156816.40045762,7
2041,164238.56643239592,7
2042,172811.42203866396,7
2043,182605.73146495494,7
2044,193810.6935690795,7
2045,206672.42627776047,7
2046,209811.65189575424,7
2047,213459.06098949528,7
2048,217375.10263417198,7
2049,221584.585260397,7
2050,226107.49958112437,7
2051,225046.49806790787,7
2052,224484.33162818025,7
2053,224302.2884727095,7
2054,224485.68735282434,7
2055,225019.1194861805,7
2056,232217.2103736733,7
2057,240056.45535944524,7
2058,248395.76458097316,7
2059,257272.2228622728,7
2060,266737.32274294365,7
2061,267364.1484317324,7
2062,268526.78401329526,7
2063,269940.92207792954,7
2064,271600.96512906725,7
2065,273503.1909217362,7
2066,277489.64121279685,7
2067,281806.4350825818,7
2068,286340.68566733797,7
2069,291117.72836969123,7
2070,296160.7651377742,7
2071,311057.8110726458,7
2072,327352.1922091187,7
2073,344895.47736457665,7
2074,363795.78981051757,7
2075,384169.46270434326,7
2076,382229.1380570174,7
2077,380834.1443512383,7
2078,379820.73979148833,7
2079,379182.09796616214,7
2080,378923.0674134063,7
2081,391957.3437785116,7
2082,405971.53788089845,7
2083,421000.52147681004,7
2084,437114.9899814405,7
2085,454394.3253880346,7
2086,463005.7832727923,7
2087,472462.5415469312,7
2088,482817.0706169069,7
2089,494129.67700236046,7
2090,506465.34115972766,7
2091,505613.6534517561,7
2092,505446.9864438091,7
2093,506087.33034165134,7
2094,507580.21863473335,7
2095,509934.19082407193,7
2096,523184.27641274943,7
2097,538320.5421216632,7
2098,555061.8669343237,7
2099,573520.7396681922,7
2100,593813.5960212668,7
2101,589408.2488936489,7
2102,586352.235464176,7
2103,583808.2445058551,7
2104,581785.6646955016,7
2105,580303.714888942,7
2106,599964.1029219866,7
2107,622343.8257469322,7
2108,647082.7241175561,7
2109,674341.379939735,7
2110,704291.3406438634,7
2111,706571.791931594,7
2112,709818.7792980832,7
2113,713759.8214194188,7
2114,718437.5798941304,7
2115,723868.5520241475,7
2116,710618.6752917867,7
2117,697921.1830016072,7
2118,686208.8440178587,7
2119,675443.324857549,7
2120,665574.7749246077,7
2121,647718.229046418,7
2122,631780.8933823328,7
2123,617857.1175598257,7
2124,605896.9388104023,7
2125,595843.6640343815,7
2126,582249.3977184705,7
2127,569753.3215593003,7
2128,558273.208900349,7
2129,547796.5756466737,7
2130,538311.3513635084,7
2131,532586.5156652293,7
2132,527332.9071689779,7
2133,522660.62182182726,7
2134,518579.6963233205,7
2135,515104.82281377615,7
2136,516597.0510754413,7
2137,518830.56679574,7
2138,521627.9893155068,7
2139,524997.6653886113,7
2140,528943.9908970704,7
2141,523536.7937106204,7
2142,518636.553932615,7
2143,514094.16664658114,7
2144,509922.5927370108,7
2145,506123.2131462745,7
2146,513387.245729029,7
2147,521262.4926273838,7
2148,529798.4277481756,7
2149,539015.2825226239,7
2150,548921.6251601579,7
2151,542509.4508939232,7
2152,536980.258269912,7
2153,532029.5017803496,7
2154,527646.1784032496,7
2155,523863.8745023455,7
2156,504185.87988568115,7
2157,485980.51087626826,7
2158,468999.2945688792,7
2159,453153.6914036641,7
2160,438351.15058529936,7
2161,425615.6378198182,7
2162,414032.11046951177,7
2163,403404.77565580787,7
2164,393681.62682474876,7
2165,384862.92133295257,7
2166,376186.03204578615,7
2167,368191.7262452763,7
2168,360683.53048946365,7
2169,353626.68648555654,7
2170,346994.81753953686,7
2171,358861.15981288557,7
2172,371515.15112111205,7
2173,384990.8716018782,7
2174,399351.9352604611,7
2175,414683.35740595195,7
2176,412924.30915845995,7
2177,411619.8810190703,7
2178,410884.98191319685,7
2179,410714.4958938488,7
2180,411104.48841235257,7
2181,414060.91878522455,7
2182,418016.3656260622,7
2183,422663.64677034447,7
2184,428028.14625324437,7
2185,434137.10126584367,7
2186,437603.53085132444,7
2187,441651.1730841214,7
2188,446221.82588433253,7
2189,451348.85095439054,7
2190,457098.6614013529,7
2191,448222.7181156387,7
2192,440095.30909376976,7
2193,432608.1805853363,7
2194,425732.2970165073,7
2195,419441.63477092184,7
2196,423295.97781013674,7
2197,428226.3391691023,7
2198,434178.60100455466,7
2199,441267.7980928306,7
2200,449608.9075362912,7
2201,440850.053602065,7
2202,432669.48779236624,7
2203,425135.4867812019,7
2204,418214.36154936976,7
2205,411869.2511477941,7
2206,432679.2362292188,7
2207,455193.3159590111,7
2208,479409.86337053485,7
2209,505468.98040634097,7
2210,533543.7033373365,7
2211,538104.0818309985,7
2212,543828.5664471867,7
2213,550335.097097753,7
2214,557663.7552408274,7
2215,565861.4922619181,7
2216,557202.8001121837,7
2217,549540.7994885255,7
2218,542734.5180765387,7
2219,536732.5112993298,7
2220,531484.7250725192,7
2221,548398.4015339522,7
2222,566530.2165515297,7
2223,585774.4883463909,7
2224,606249.4699577638,7
2225,628020.263808745,7
2226,616742.1780609337,7
2227,606704.5968410571,7
2228,597317.0988449231,7
2229,588538.0999761161,7
2230,580314.0250013362,7
2231,564665.3805923226,7
2232,550220.4345854006,7
2233,537087.3752870823,7
2234,525232.9362224449,7
2235,514621.2992095304,7
2236,503965.004725634,7
2237,494711.80420502357,7
2238,486758.89551433525,7
2239,480001.730939939,7
2240,474342.12312673655,7
2241,456202.1547058166,7
2242,439415.01994458656,7
2243,424105.9997304708,7
2244,410178.906893317,7
2245,397539.5741547761,7
2246,385448.0574319278,7
2247,374384.25050803553,7
2248,364169.2177722927,7
2249,354732.3742993554,7
2250,346006.00510114274,7
2251,328734.98717822286,7
2252,312745.37154224457,7
2253,297915.3984339125,7
2254,284144.19679911085,7
2255,271359.428658575,7
2256,266655.1202685319,7
2257,262330.611166781,7
2258,258490.39276107954,7
2259,255133.66760883096,7
2260,252262.5411933898,7
2261,248554.88927476967,7
2262,245023.0359232831,7
2263,241886.34877571737,7
2264,239117.10960304935,7
2265,236690.0974532309,7
2266,234887.01115273745,7
2267,233095.21646962938,7
2268,231475.9694577318,7
2269,230042.67465433374,7
2270,228788.53181556673,7
2271,226068.21259128605,7
2272,223343.31150739337,7
2273,220856.42012088263,7
2274,218588.37253205988,7
2275,216526.7552133734,7
2276,214350.07535257807,7
2277,212226.8729748861,7
2278,210247.3609680558,7
2279,208411.17538179975,7
2280,206720.40304597782,7
2281,209889.46441832022,7
2282,213325.54760739364,7
2283,217063.9194162221,7
2284,221102.50695903815,7
2285,225436.03739003165,7
2286,223543.75913625455,7
2287,222059.60359776058,7
2288,220965.22924760045,7
2289,220273.97747806815,7
2290,219978.7775635211,7
2291,219039.34274531488,7
2292,218676.34833601984,7
2293,218834.14431057242,7
2294,219507.74638005227,7
2295,220690.93099525297,7
2296,221233.08566903183,7
2297,222220.52903948497,7
2298,223613.3687958071,7
2299,225454.85589743976,7
2300,227775.85387311492,7
1750,NA,8
1751,NA,8
1752,NA,8
1753,NA,8
1754,NA,8
1755,NA,8
1756,NA,8
1757,NA,8
1758,NA,8
1759,NA,8
1760,NA,8
1761,NA,8
1762,NA,8
1763,NA,8
1764,NA,8
1765,NA,8
1766,NA,8
1767,NA,8
1768,NA,8
1769,NA,8
1770,NA,8
1771,NA,8
1772,NA,8
1773,NA,8
