"time","energy_damage","trialnum"
1996,NA,5
1997,NA,5
1998,NA,5
1999,NA,5
2000,NA,5
2001,NA,5
2002,NA,5
2003,NA,5
2004,NA,5
2005,NA,5
2006,NA,5
2007,NA,5
2008,NA,5
2009,NA,5
2010,NA,5
2011,NA,5
2012,NA,5
2013,NA,5
2014,NA,5
2015,NA,5
2016,NA,5
2017,NA,5
2018,NA,5
2019,NA,5
2020,8.425642071642415e10,5
2021,8.605830253197896e10,5
2022,8.793608457012341e10,5
2023,8.984101943948624e10,5
2024,9.168384625793648e10,5
2025,9.334801561682251e10,5
2026,9.850352667595158e10,5
2027,1.037784295559624e11,5
2028,1.0930817473150755e11,5
2029,1.1518584291419646e11,5
2030,1.2156224641197113e11,5
2031,1.2174382966787668e11,5
2032,1.2223070125995818e11,5
2033,1.2309761274850815e11,5
2034,1.24419667945506e11,5
2035,1.260234961635034e11,5
2036,1.3321273798728938e11,5
2037,1.407679622670613e11,5
2038,1.48657561531689e11,5
2039,1.5688555397676495e11,5
2040,1.6539800878805273e11,5
2041,1.71130935803625e11,5
2042,1.7716957908664294e11,5
2043,1.8365452017662936e11,5
2044,1.9068297795388345e11,5
2045,1.9843610870010666e11,5
2046,2.1690069993562717e11,5
2047,2.374005998383936e11,5
2048,2.5994892163125085e11,5
2049,2.843781600483539e11,5
2050,3.1063679971697314e11,5
2051,3.2598589721783545e11,5
2052,3.42297008705402e11,5
2053,3.5976473702411115e11,5
2054,3.7871889242938605e11,5
2055,3.995957360850782e11,5
2056,4.145298072391201e11,5
2057,4.3045457513083777e11,5
2058,4.471635696471719e11,5
2059,4.647461650150654e11,5
2060,4.829511515808292e11,5
2061,5.011047487931543e11,5
2062,5.2023906609839856e11,5
2063,5.406620550605972e11,5
2064,5.626413116700256e11,5
2065,5.864144812646194e11,5
2066,6.028963955670629e11,5
2067,6.209401278381924e11,5
2068,6.402221565312928e11,5
2069,6.602508703625798e11,5
2070,6.806664423449592e11,5
2071,7.293875089934769e11,5
2072,7.816498243110865e11,5
2073,8.381344655327726e11,5
2074,8.992550487508704e11,5
2075,9.655704207172151e11,5
2076,9.957371872474589e11,5
2077,1.0281923115128112e12,5
2078,1.0635201085511626e12,5
2079,1.10203214603615e12,5
2080,1.1436552118415566e12,5
2081,1.1952885666648608e12,5
2082,1.2499413722493884e12,5
2083,1.307514876194923e12,5
2084,1.368307042483252e12,5
2085,1.4325286552684067e12,5
2086,1.4648353059407551e12,5
2087,1.4990438551268745e12,5
2088,1.535605723463718e12,5
2089,1.5750635840711326e12,5
2090,1.618128031624385e12,5
2091,1.6496625479604724e12,5
2092,1.6852261802072114e12,5
2093,1.7237149639708403e12,5
2094,1.7638363960684075e12,5
2095,1.805982732640813e12,5
2096,1.8356526688242334e12,5
2097,1.8674942932237283e12,5
2098,1.9022130136952234e12,5
2099,1.9405426590367205e12,5
2100,1.983519728945342e12,5
2101,2.0105472277135356e12,5
2102,2.0374420870751763e12,5
2103,2.066815123089446e12,5
2104,2.0981823859119363e12,5
2105,2.1308225463734456e12,5
2106,2.0917133052110967e12,5
2107,2.0566334002399258e12,5
2108,2.0256508705090747e12,5
2109,1.9989140141118425e12,5
2110,1.9766606284412483e12,5
2111,2.05048683473657e12,5
2112,2.1305682636836882e12,5
2113,2.2156849662567915e12,5
2114,2.3052673324564927e12,5
2115,2.3996850143755454e12,5
2116,2.3473639957155312e12,5
2117,2.298546550429306e12,5
2118,2.253527232247762e12,5
2119,2.2123538309646167e12,5
2120,2.1755586513867056e12,5
2121,2.245987579461362e12,5
2122,2.3233604435524155e12,5
2123,2.405699616565553e12,5
2124,2.492539203733277e12,5
2125,2.584153103704462e12,5
2126,2.588175360318081e12,5
2127,2.593652322760674e12,5
2128,2.601394283842331e12,5
2129,2.612080976641886e12,5
2130,2.6268589800835435e12,5
2131,2.6664767067749805e12,5
2132,2.7117689906968516e12,5
2133,2.7608560423602583e12,5
2134,2.8129249324491406e12,5
2135,2.867047430804395e12,5
2136,2.8416148666116294e12,5
2137,2.816133175343205e12,5
2138,2.7917638065643315e12,5
2139,2.7686760391688374e12,5
2140,2.747302596683672e12,5
2141,2.7503558121511797e12,5
2142,2.7568643397799497e12,5
2143,2.7654490760850635e12,5
2144,2.7752322808602817e12,5
2145,2.785925147257808e12,5
2146,2.689446103394164e12,5
2147,2.600036614399527e12,5
2148,2.517712885607391e12,5
2149,2.4420540354296196e12,5
2150,2.3731577581307524e12,5
2151,2.2984233420374453e12,5
2152,2.2282860866342773e12,5
2153,2.1634064474865786e12,5
2154,2.1032540817187559e12,5
2155,2.0460249476445552e12,5
2156,2.0035767299567136e12,5
2157,1.9641281016778398e12,5
2158,1.9273446330775022e12,5
2159,1.8934471406802405e12,5
2160,1.8630302712979817e12,5
2161,1.763577709365078e12,5
2162,1.6723849713729932e12,5
2163,1.5893769834459246e12,5
2164,1.513848985924598e12,5
2165,1.4437607541249885e12,5
2166,1.478304884479587e12,5
2167,1.5132085100930857e12,5
2168,1.548178147885771e12,5
2169,1.5839878352060684e12,5
2170,1.621230741217395e12,5
2171,1.6069321108855247e12,5
2172,1.595543312283412e12,5
2173,1.5877000186090422e12,5
2174,1.583246643794433e12,5
2175,1.5816309207833914e12,5
2176,1.5214906166725706e12,5
2177,1.4646045599887322e12,5
2178,1.4105307794100427e12,5
2179,1.3594691966972568e12,5
2180,1.3115754376295706e12,5
2181,1.2926323432914663e12,5
2182,1.2752012005285945e12,5
2183,1.259319259087369e12,5
2184,1.2451004271937292e12,5
2185,1.2327081616191782e12,5
2186,1.234028763092454e12,5
2187,1.2372590322504302e12,5
2188,1.2418971075852744e12,5
2189,1.2479887516112278e12,5
2190,1.254971923763848e12,5
2191,1.223540952918679e12,5
2192,1.192986231876054e12,5
2193,1.1636524145993015e12,5
2194,1.1356793377168481e12,5
2195,1.109180400654172e12,5
2196,1.1219254564096917e12,5
2197,1.1375097198729055e12,5
2198,1.1556004256754565e12,5
2199,1.1755455446126582e12,5
2200,1.1969876304093625e12,5
2201,1.2283942324364539e12,5
2202,1.2608348958022102e12,5
2203,1.2948112389340798e12,5
2204,1.3303894156168767e12,5
2205,1.3677911782414094e12,5
2206,1.3609981583904734e12,5
2207,1.3555063742756284e12,5
2208,1.3516810401303413e12,5
2209,1.3495965423181646e12,5
2210,1.3489992792104458e12,5
2211,1.3403432727064158e12,5
2212,1.3325831757898516e12,5
2213,1.3255382743961025e12,5
2214,1.3192808371148074e12,5
2215,1.313831880185705e12,5
2216,1.3493133885342717e12,5
2217,1.3886565967759695e12,5
2218,1.4323093101634087e12,5
2219,1.480795172636467e12,5
2220,1.5347428118389683e12,5
2221,1.4986452224798533e12,5
2222,1.4643833179384702e12,5
2223,1.4310105099480645e12,5
2224,1.3976093411680212e12,5
2225,1.3643682803688455e12,5
2226,1.3564961933320557e12,5
2227,1.349415701333834e12,5
2228,1.343389375138217e12,5
2229,1.3386875045035535e12,5
2230,1.3357972438334546e12,5
2231,1.4047189726804604e12,5
2232,1.4801394877858313e12,5
2233,1.5627256772264897e12,5
2234,1.6530693032350337e12,5
2235,1.7519176066235955e12,5
2236,1.757655701339597e12,5
2237,1.7639714570474028e12,5
2238,1.7713905416972039e12,5
2239,1.7801765331222822e12,5
2240,1.7907164412254458e12,5
2241,1.8253298395574438e12,5
2242,1.8631909208525369e12,5
2243,1.903465631618288e12,5
2244,1.9454612412939438e12,5
2245,1.9887879122359985e12,5
2246,2.0175196213607651e12,5
2247,2.0495013766086968e12,5
2248,2.085111080376123e12,5
2249,2.1245387084829863e12,5
2250,2.168158446983426e12,5
2251,2.168388528564099e12,5
2252,2.1730870462695608e12,5
2253,2.1826782191992961e12,5
2254,2.1972940618274602e12,5
2255,2.216213976520212e12,5
2256,2.2273541687939185e12,5
2257,2.240690100511226e12,5
2258,2.255599379441949e12,5
2259,2.2720412097293887e12,5
2260,2.289961109661681e12,5
2261,2.357981715260553e12,5
2262,2.428858637466561e12,5
2263,2.5031647633133623e12,5
2264,2.5816543142376987e12,5
2265,2.665159150296782e12,5
2266,2.7731349539181763e12,5
2267,2.889110889870605e12,5
2268,3.0117346313319546e12,5
2269,3.1403470868541387e12,5
2270,3.2758495648190566e12,5
2271,3.236202984625094e12,5
2272,3.2012654447036943e12,5
2273,3.1715315315388374e12,5
2274,3.1479031759819023e12,5
2275,3.1307423242626616e12,5
2276,2.9956118980681416e12,5
2277,2.8690311249801904e12,5
2278,2.749786873675204e12,5
2279,2.63722624501734e12,5
2280,2.530621088650354e12,5
2281,2.501557258121471e12,5
2282,2.4744774198594497e12,5
2283,2.449665196483537e12,5
2284,2.427528427042916e12,5
2285,2.4087610844387554e12,5
2286,2.390746769058212e12,5
2287,2.3758345806944253e12,5
2288,2.362953306820254e12,5
2289,2.3509190386792e12,5
2290,2.340007405185711e12,5
2291,2.3126823896362544e12,5
2292,2.2874588642534834e12,5
2293,2.2646805895730615e12,5
2294,2.2449150695172085e12,5
2295,2.228887227601522e12,5
2296,2.27335497123744e12,5
2297,2.3218986272300684e12,5
2298,2.373785338504649e12,5
2299,2.427902222930682e12,5
2300,2.4841106371717266e12,5
1750,NA,6
1751,NA,6
1752,NA,6
1753,NA,6
1754,NA,6
1755,NA,6
1756,NA,6
1757,NA,6
1758,NA,6
1759,NA,6
1760,NA,6
1761,NA,6
1762,NA,6
1763,NA,6
1764,NA,6
1765,NA,6
1766,NA,6
1767,NA,6
1768,NA,6
1769,NA,6
1770,NA,6
1771,NA,6
1772,NA,6
1773,NA,6
1774,NA,6
1775,NA,6
1776,NA,6
1777,NA,6
1778,NA,6
1779,NA,6
1780,NA,6
1781,NA,6
1782,NA,6
1783,NA,6
1784,NA,6
1785,NA,6
1786,NA,6
1787,NA,6
1788,NA,6
1789,NA,6
1790,NA,6
1791,NA,6
1792,NA,6
1793,NA,6
1794,NA,6
1795,NA,6
1796,NA,6
1797,NA,6
1798,NA,6
1799,NA,6
1800,NA,6
1801,NA,6
1802,NA,6
1803,NA,6
1804,NA,6
1805,NA,6
1806,NA,6
1807,NA,6
1808,NA,6
1809,NA,6
1810,NA,6
1811,NA,6
1812,NA,6
1813,NA,6
1814,NA,6
1815,NA,6
1816,NA,6
1817,NA,6
1818,NA,6
1819,NA,6
1820,NA,6
1821,NA,6
1822,NA,6
1823,NA,6
1824,NA,6
1825,NA,6
1826,NA,6
1827,NA,6
1828,NA,6
1829,NA,6
1830,NA,6
1831,NA,6
1832,NA,6
1833,NA,6
1834,NA,6
1835,NA,6
1836,NA,6
1837,NA,6
1838,NA,6
1839,NA,6
1840,NA,6
1841,NA,6
1842,NA,6
1843,NA,6
1844,NA,6
1845,NA,6
1846,NA,6
1847,NA,6
1848,NA,6
1849,NA,6
1850,NA,6
1851,NA,6
1852,NA,6
1853,NA,6
1854,NA,6
1855,NA,6
1856,NA,6
1857,NA,6
1858,NA,6
1859,NA,6
1860,NA,6
1861,NA,6
1862,NA,6
1863,NA,6
1864,NA,6
1865,NA,6
1866,NA,6
1867,NA,6
1868,NA,6
1869,NA,6
1870,NA,6
1871,NA,6
1872,NA,6
1873,NA,6
1874,NA,6
1875,NA,6
1876,NA,6
1877,NA,6
1878,NA,6
1879,NA,6
1880,NA,6
1881,NA,6
1882,NA,6
1883,NA,6
1884,NA,6
1885,NA,6
1886,NA,6
1887,NA,6
1888,NA,6
1889,NA,6
1890,NA,6
1891,NA,6
1892,NA,6
1893,NA,6
1894,NA,6
1895,NA,6
1896,NA,6
1897,NA,6
1898,NA,6
1899,NA,6
1900,NA,6
1901,NA,6
1902,NA,6
1903,NA,6
1904,NA,6
1905,NA,6
1906,NA,6
1907,NA,6
1908,NA,6
1909,NA,6
1910,NA,6
1911,NA,6
1912,NA,6
1913,NA,6
1914,NA,6
1915,NA,6
1916,NA,6
1917,NA,6
1918,NA,6
1919,NA,6
1920,NA,6
1921,NA,6
1922,NA,6
1923,NA,6
1924,NA,6
1925,NA,6
1926,NA,6
1927,NA,6
1928,NA,6
1929,NA,6
1930,NA,6
1931,NA,6
1932,NA,6
1933,NA,6
1934,NA,6
1935,NA,6
1936,NA,6
1937,NA,6
1938,NA,6
1939,NA,6
1940,NA,6
1941,NA,6
1942,NA,6
1943,NA,6
1944,NA,6
1945,NA,6
1946,NA,6
1947,NA,6
1948,NA,6
1949,NA,6
1950,NA,6
1951,NA,6
1952,NA,6
1953,NA,6
1954,NA,6
1955,NA,6
1956,NA,6
1957,NA,6
1958,NA,6
1959,NA,6
1960,NA,6
1961,NA,6
1962,NA,6
1963,NA,6
1964,NA,6
1965,NA,6
1966,NA,6
1967,NA,6
1968,NA,6
1969,NA,6
1970,NA,6
1971,NA,6
1972,NA,6
1973,NA,6
1974,NA,6
1975,NA,6
1976,NA,6
1977,NA,6
1978,NA,6
1979,NA,6
1980,NA,6
1981,NA,6
1982,NA,6
1983,NA,6
1984,NA,6
1985,NA,6
1986,NA,6
1987,NA,6
1988,NA,6
1989,NA,6
1990,NA,6
1991,NA,6
1992,NA,6
1993,NA,6
1994,NA,6
1995,NA,6
1996,NA,6
1997,NA,6
1998,NA,6
1999,NA,6
2000,NA,6
2001,NA,6
2002,NA,6
2003,NA,6
2004,NA,6
2005,NA,6
2006,NA,6
2007,NA,6
2008,NA,6
2009,NA,6
2010,NA,6
2011,NA,6
2012,NA,6
2013,NA,6
2014,NA,6
2015,NA,6
2016,NA,6
2017,NA,6
2018,NA,6
2019,NA,6
2020,6.880798589937668e10,6
2021,7.278604144047762e10,6
2022,7.730986862075925e10,6
2023,8.232742603748254e10,6
2024,8.771478570138637e10,6
2025,9.328241583589343e10,6
2026,9.801468693426544e10,6
2027,1.0278507015990997e11,6
2028,1.0772704606647964e11,6
2029,1.1292724417461658e11,6
2030,1.1846721414576196e11,6
2031,1.2293531621723546e11,6
2032,1.2777021531052042e11,6
2033,1.3318073839774391e11,6
2034,1.3940720712328668e11,6
2035,1.4631154486794e11,6
2036,1.5133332946239905e11,6
2037,1.5656551911205594e11,6
2038,1.6191000728136923e11,6
2039,1.6733678609086743e11,6
2040,1.7271845465787347e11,6
2041,1.7213359666624884e11,6
2042,1.717713637043338e11,6
2043,1.7181236586946924e11,6
2044,1.723724599795495e11,6
2045,1.7366639712157272e11,6
2046,1.8157266568678854e11,6
2047,1.9035029889782275e11,6
2048,1.9982153398100482e11,6
2049,2.095993686288673e11,6
2050,2.194205105603053e11,6
2051,2.2543194373136856e11,6
2052,2.3160482381467017e11,6
2053,2.3804731449212506e11,6
2054,2.4499366373540576e11,6
2055,2.527781522019719e11,6
2056,2.5462666989855078e11,6
2057,2.5699899292863138e11,6
2058,2.59666762085379e11,6
2059,2.6265779749360324e11,6
2060,2.6572368683602127e11,6
2061,2.7014023514914374e11,6
2062,2.7482436685230585e11,6
2063,2.7994427379271204e11,6
2064,2.8564873690451843e11,6
2065,2.9206449849407184e11,6
2066,3.0661794159492773e11,6
2067,3.228061593420487e11,6
2068,3.40528924360455e11,6
2069,3.594962042037968e11,6
2070,3.7944603370618115e11,6
2071,3.7987500785705914e11,6
2072,3.804487019682752e11,6
2073,3.8140307521217126e11,6
2074,3.8274644263104596e11,6
2075,3.845449697121466e11,6
2076,4.1155174279844403e11,6
2077,4.409572945126433e11,6
2078,4.7331858849077075e11,6
2079,5.0909320829640485e11,6
2080,5.484982753410976e11,6
2081,5.600258063464132e11,6
2082,5.720560190909075e11,6
2083,5.843500639162882e11,6
2084,5.969041591823496e11,6
2085,6.096647107535396e11,6
2086,6.479020129366852e11,6
2087,6.88946599059453e11,6
2088,7.333216147540111e11,6
2089,7.816973127505872e11,6
2090,8.349998283504048e11,6
2091,8.570195364671809e11,6
2092,8.810122885823308e11,6
2093,9.061139225104951e11,6
2094,9.311247909161693e11,6
2095,9.560768726648866e11,6
2096,9.691818316090933e11,6
2097,9.825475853439448e11,6
2098,9.966847934019404e11,6
2099,1.0121442024980376e12,6
2100,1.0297572730768658e12,6
2101,1.0615722064086241e12,6
2102,1.0960216021254723e12,6
2103,1.132519682589374e12,6
2104,1.1711058588934534e12,6
2105,1.2116652872208623e12,6
2106,1.2083093380614233e12,6
2107,1.205792095137748e12,6
2108,1.2043497457844866e12,6
2109,1.2042675025430225e12,6
2110,1.2058811616200398e12,6
2111,1.2297364071073901e12,6
2112,1.2557227580988115e12,6
2113,1.2831584591878223e12,6
2114,1.3116535339102642e12,6
2115,1.341210771880645e12,6
2116,1.3589228375825908e12,6
2117,1.3781031140677468e12,6
2118,1.399150095708604e12,6
2119,1.4223853467136794e12,6
2120,1.4484271970609556e12,6
2121,1.4377675687971536e12,6
2122,1.4295692116658367e12,6
2123,1.4226398191267395e12,6
2124,1.4164771423587046e12,6
2125,1.4109918867552483e12,6
2126,1.4268041175825312e12,6
2127,1.4440163681626216e12,6
2128,1.4630101793215454e12,6
2129,1.4841542850833303e12,6
2130,1.508093714678793e12,6
2131,1.5844083822745352e12,6
2132,1.6670569781389233e12,6
2133,1.755476425901374e12,6
2134,1.849475745435416e12,6
2135,1.9486473048229639e12,6
2136,1.9702769823915537e12,6
2137,1.9931232091727664e12,6
2138,2.0178585092743867e12,6
2139,2.0446605643095015e12,6
2140,2.07389637438203e12,6
2141,2.066323833400343e12,6
2142,2.0619386440470425e12,6
2143,2.0600097428084e12,6
2144,2.0599919288189053e12,6
2145,2.0616824994421262e12,6
2146,2.123898769884935e12,6
2147,2.1895168617522844e12,6
2148,2.25895646741715e12,6
2149,2.3323493266812407e12,6
2150,2.410262881045103e12,6
2151,2.4202330854153457e12,6
2152,2.4336842099980825e12,6
2153,2.451634000136072e12,6
2154,2.474143901998483e12,6
2155,2.499875647543346e12,6
2156,2.476450923766303e12,6
2157,2.456888018714544e12,6
2158,2.4406067123902695e12,6
2159,2.4276487000680884e12,6
2160,2.4185729136973994e12,6
2161,2.390840296306744e12,6
2162,2.368047910723645e12,6
2163,2.350817008569624e12,6
2164,2.3391070186666265e12,6
2165,2.33097483073952e12,6
2166,2.3966418485632046e12,6
2167,2.4664478424672783e12,6
2168,2.539891554705634e12,6
2169,2.6179780969770254e12,6
2170,2.7016198016460703e12,6
2171,2.7381762086384272e12,6
2172,2.779736377823679e12,6
2173,2.8275519773171074e12,6
2174,2.8818485334908623e12,6
2175,2.9421051804443506e12,6
2176,3.0720551532962197e12,6
2177,3.210148665479709e12,6
2178,3.356112394491536e12,6
2179,3.5108422964719336e12,6
2180,3.67549341456152e12,6
2181,3.71654915175743e12,6
2182,3.761367267353498e12,6
2183,3.810211387821833e12,6
2184,3.863599771292897e12,6
2185,3.922264053131324e12,6
2186,4.056227814765143e12,6
2187,4.2013770053793604e12,6
2188,4.357401998487353e12,6
2189,4.525527751625909e12,6
2190,4.705203651964267e12,6
2191,4.751309925930585e12,6
2192,4.798521673443676e12,6
2193,4.848119943474296e12,6
2194,4.900988674645624e12,6
2195,4.958061560154479e12,6
2196,5.013270133897297e12,6
2197,5.080266616288648e12,6
2198,5.15791361905414e12,6
2199,5.243582883595205e12,6
2200,5.335427105946068e12,6
2201,5.410022506978771e12,6
2202,5.4886255099970625e12,6
2203,5.572939405506071e12,6
2204,5.663138421005059e12,6
2205,5.759924113356305e12,6
2206,5.767730057207389e12,6
2207,5.782767108589045e12,6
2208,5.806938785944094e12,6
2209,5.841270191721446e12,6
2210,5.885569581744749e12,6
2211,6.048334444448676e12,6
2212,6.2208988274754e12,6
2213,6.402791486850493e12,6
2214,6.594397036249992e12,6
2215,6.7959791068796045e12,6
2216,7.010697563197702e12,6
2217,7.238637867085082e12,6
2218,7.482006631029917e12,6
2219,7.743413091747825e12,6
2220,8.026080159185146e12,6
2221,7.942486576698616e12,6
2222,7.87337867020209e12,6
2223,7.814741051271748e12,6
2224,7.761837789436366e12,6
2225,7.71492948734464e12,6
2226,7.944549399504134e12,6
2227,8.1859652290552e12,6
2228,8.441307081586241e12,6
2229,8.713071365197455e12,6
2230,9.005602943094672e12,6
2231,9.492218431597434e12,6
2232,1.0022387803038756e13,6
2233,1.0599352025128072e13,6
2234,1.1225449468143084e13,6
2235,1.1902963084111191e13,6
2236,1.226538627055306e13,6
2237,1.2653458616835088e13,6
2238,1.3072157371492328e13,6
2239,1.3525539672728305e13,6
2240,1.4019102457913129e13,6
2241,1.458820770083698e13,6
2242,1.5202046567576135e13,6
2243,1.5857249718175842e13,6
2244,1.6550106045287e13,6
2245,1.727833084262277e13,6
2246,1.8761590026345582e13,6
2247,2.0386770192950105e13,6
2248,2.217083239986854e13,6
2249,2.413112977279297e13,6
2250,2.6289166473096117e13,6
2251,2.684275794786086e13,6
2252,2.7452446895247383e13,6
2253,2.812774629952702e13,6
2254,2.8875616114705223e13,6
2255,2.9692871282470777e13,6
2256,2.958734162827208e13,6
2257,2.9524193917527023e13,6
2258,2.9495729919808715e13,6
2259,2.9500660773544773e13,6
2260,2.9538012224312887e13,6
2261,2.9537093220601438e13,6
2262,2.9567243576483312e13,6
2263,2.9635577054818305e13,6
2264,2.9750953634094242e13,6
2265,2.99232367979119e13,6
2266,2.9252381590237125e13,6
2267,2.8694512904449117e13,6
2268,2.822706188846418e13,6
2269,2.783496425186465e13,6
2270,2.751741110408588e13,6
2271,2.7219675116095766e13,6
2272,2.695498770610804e13,6
2273,2.6729297666445445e13,6
2274,2.6552447985826445e13,6
2275,2.643115824408977e13,6
2276,2.720319078862785e13,6
2277,2.8031208530797203e13,6
2278,2.891143849411783e13,6
2279,2.984318362082495e13,6
2280,3.0823742030611934e13,6
2281,3.170982686726056e13,6
2282,3.2654813107458742e13,6
2283,3.3665199571072625e13,6
2284,3.4750242280074273e13,6
2285,3.592501630449084e13,6
2286,3.598237476835593e13,6
2287,3.609237634620332e13,6
2288,3.624204418491433e13,6
2289,3.641505791575076e13,6
2290,3.661331082504932e13,6
2291,3.597389859202461e13,6
2292,3.53652691872156e13,6
2293,3.4791708177134883e13,6
2294,3.4261212796589957e13,6
2295,3.3784689075218727e13,6
2296,3.450733250158297e13,6
2297,3.531280110645463e13,6
2298,3.619448486682365e13,6
2299,3.7138626055303914e13,6
2300,3.814327456155585e13,6
1750,NA,7
1751,NA,7
1752,NA,7
1753,NA,7
1754,NA,7
1755,NA,7
1756,NA,7
1757,NA,7
1758,NA,7
1759,NA,7
1760,NA,7
1761,NA,7
1762,NA,7
1763,NA,7
1764,NA,7
1765,NA,7
1766,NA,7
1767,NA,7
1768,NA,7
1769,NA,7
1770,NA,7
1771,NA,7
1772,NA,7
1773,NA,7
1774,NA,7
1775,NA,7
1776,NA,7
1777,NA,7
1778,NA,7
1779,NA,7
1780,NA,7
1781,NA,7
1782,NA,7
1783,NA,7
1784,NA,7
1785,NA,7
1786,NA,7
1787,NA,7
1788,NA,7
1789,NA,7
1790,NA,7
1791,NA,7
1792,NA,7
1793,NA,7
1794,NA,7
1795,NA,7
1796,NA,7
1797,NA,7
1798,NA,7
1799,NA,7
1800,NA,7
1801,NA,7
1802,NA,7
1803,NA,7
1804,NA,7
1805,NA,7
1806,NA,7
1807,NA,7
1808,NA,7
1809,NA,7
1810,NA,7
1811,NA,7
1812,NA,7
1813,NA,7
1814,NA,7
1815,NA,7
1816,NA,7
1817,NA,7
1818,NA,7
1819,NA,7
1820,NA,7
1821,NA,7
1822,NA,7
1823,NA,7
1824,NA,7
1825,NA,7
1826,NA,7
1827,NA,7
1828,NA,7
1829,NA,7
1830,NA,7
1831,NA,7
1832,NA,7
1833,NA,7
1834,NA,7
1835,NA,7
1836,NA,7
1837,NA,7
1838,NA,7
1839,NA,7
1840,NA,7
1841,NA,7
1842,NA,7
1843,NA,7
1844,NA,7
1845,NA,7
1846,NA,7
1847,NA,7
1848,NA,7
1849,NA,7
1850,NA,7
1851,NA,7
1852,NA,7
1853,NA,7
1854,NA,7
1855,NA,7
1856,NA,7
1857,NA,7
1858,NA,7
1859,NA,7
1860,NA,7
1861,NA,7
1862,NA,7
1863,NA,7
1864,NA,7
1865,NA,7
1866,NA,7
1867,NA,7
1868,NA,7
1869,NA,7
1870,NA,7
1871,NA,7
1872,NA,7
1873,NA,7
1874,NA,7
1875,NA,7
1876,NA,7
1877,NA,7
1878,NA,7
1879,NA,7
1880,NA,7
1881,NA,7
1882,NA,7
1883,NA,7
1884,NA,7
1885,NA,7
1886,NA,7
1887,NA,7
1888,NA,7
1889,NA,7
1890,NA,7
1891,NA,7
1892,NA,7
1893,NA,7
1894,NA,7
1895,NA,7
1896,NA,7
1897,NA,7
1898,NA,7
1899,NA,7
1900,NA,7
1901,NA,7
1902,NA,7
1903,NA,7
1904,NA,7
1905,NA,7
1906,NA,7
1907,NA,7
1908,NA,7
1909,NA,7
1910,NA,7
1911,NA,7
1912,NA,7
1913,NA,7
1914,NA,7
1915,NA,7
1916,NA,7
1917,NA,7
1918,NA,7
1919,NA,7
1920,NA,7
1921,NA,7
1922,NA,7
1923,NA,7
1924,NA,7
1925,NA,7
1926,NA,7
1927,NA,7
1928,NA,7
1929,NA,7
1930,NA,7
1931,NA,7
1932,NA,7
1933,NA,7
1934,NA,7
1935,NA,7
1936,NA,7
1937,NA,7
1938,NA,7
1939,NA,7
1940,NA,7
1941,NA,7
1942,NA,7
1943,NA,7
1944,NA,7
1945,NA,7
1946,NA,7
1947,NA,7
1948,NA,7
1949,NA,7
1950,NA,7
1951,NA,7
1952,NA,7
1953,NA,7
1954,NA,7
1955,NA,7
1956,NA,7
1957,NA,7
1958,NA,7
1959,NA,7
1960,NA,7
1961,NA,7
1962,NA,7
1963,NA,7
1964,NA,7
1965,NA,7
1966,NA,7
1967,NA,7
1968,NA,7
1969,NA,7
1970,NA,7
1971,NA,7
1972,NA,7
1973,NA,7
1974,NA,7
1975,NA,7
1976,NA,7
1977,NA,7
1978,NA,7
1979,NA,7
1980,NA,7
1981,NA,7
1982,NA,7
1983,NA,7
1984,NA,7
1985,NA,7
1986,NA,7
1987,NA,7
1988,NA,7
1989,NA,7
1990,NA,7
1991,NA,7
1992,NA,7
1993,NA,7
1994,NA,7
1995,NA,7
1996,NA,7
1997,NA,7
1998,NA,7
1999,NA,7
2000,NA,7
2001,NA,7
2002,NA,7
2003,NA,7
2004,NA,7
2005,NA,7
2006,NA,7
2007,NA,7
2008,NA,7
2009,NA,7
2010,NA,7
2011,NA,7
2012,NA,7
2013,NA,7
2014,NA,7
2015,NA,7
2016,NA,7
2017,NA,7
2018,NA,7
2019,NA,7
2020,6.253394975465011e10,7
2021,6.679933848203042e10,7
2022,7.137754826032387e10,7
2023,7.625461118969524e10,7
2024,8.13745531902509e10,7
2025,8.6642649300054e10,7
2026,9.068464337784409e10,7
2027,9.471016013026215e10,7
2028,9.880935851990244e10,7
2029,1.0303581208172546e11,7
2030,1.0746694215335086e11,7
2031,1.0565643631645569e11,7
2032,1.0409398660741913e11,7
2033,1.0284102270794232e11,7
2034,1.0195512610740529e11,7
2035,1.013040679435398e11,7
2036,1.0484013720237567e11,7
2037,1.084182676334919e11,7
2038,1.1198246814598448e11,7
2039,1.155040666823859e11,7
2040,1.1891175880685938e11,7
2041,1.2137948310426506e11,7
2042,1.2366698103790764e11,7
2043,1.257520373499112e11,7
2044,1.2755515419241205e11,7
2045,1.2900986487251291e11,7
2046,1.3667913077149376e11,7
2047,1.448347980870633e11,7
2048,1.5339232626763553e11,7
2049,1.6216206852251566e11,7
2050,1.7102209740755032e11,7
2051,1.7747792943762405e11,7
2052,1.838827028820947e11,7
2053,1.9030568857636288e11,7
2054,1.9688136918905283e11,7
2055,2.0379240704442227e11,7
2056,2.161634095374392e11,7
2057,2.2943867785141928e11,7
2058,2.4355413378588504e11,7
2059,2.5859887195595435e11,7
2060,2.744757550694506e11,7
2061,2.801218206938325e11,7
2062,2.857659251007837e11,7
2063,2.915483625980234e11,7
2064,2.975867357414962e11,7
2065,3.039765626803139e11,7
2066,3.0965014820208325e11,7
