"time","cromar_mortality_damage","trialnum"
1992,NA,5
1993,NA,5
1994,NA,5
1995,NA,5
1996,NA,5
1997,NA,5
1998,NA,5
1999,NA,5
2000,NA,5
2001,NA,5
2002,NA,5
2003,NA,5
2004,NA,5
2005,NA,5
2006,NA,5
2007,NA,5
2008,NA,5
2009,NA,5
2010,NA,5
2011,NA,5
2012,NA,5
2013,NA,5
2014,NA,5
2015,NA,5
2016,NA,5
2017,NA,5
2018,NA,5
2019,NA,5
2020,9.881829062314352e11,5
2021,1.0063130140200594e12,5
2022,1.0253240860955343e12,5
2023,1.044644757325967e12,5
2024,1.0632389206484497e12,5
2025,1.0797640796122566e12,5
2026,1.1756880789121597e12,5
2027,1.2397625464375063e12,5
2028,1.3069985233641562e12,5
2029,1.3784847070191394e12,5
2030,1.4559888049731316e12,5
2031,1.573254442916987e12,5
2032,1.5917263518171013e12,5
2033,1.6153019767160376e12,5
2034,1.6450659884645442e12,5
2035,1.6788196933757463e12,5
2036,1.9137882531563914e12,5
2037,2.0138996624477559e12,5
2038,2.117504411365238e12,5
2039,2.2245294954400596e12,5
2040,2.3340759695986895e12,5
2041,2.5572468953098403e12,5
2042,2.6259318773263467e12,5
2043,2.698980560353485e12,5
2044,2.77752515519913e12,5
2045,2.863841764597706e12,5
2046,3.381824385031419e12,5
2047,3.6855281055113193e12,5
2048,4.01779559797423e12,5
2049,4.37552867975172e12,5
2050,4.757434504597193e12,5
2051,5.192308511548586e12,5
2052,5.349767660384486e12,5
2053,5.515958128788859e12,5
2054,5.695067818405583e12,5
2055,5.892513407747134e12,5
2056,6.363856279179458e12,5
2057,6.646117059368772e12,5
2058,6.945947610355342e12,5
2059,7.265571315533822e12,5
2060,7.601987029540584e12,5
2061,8.318379887496013e12,5
2062,8.586814643708192e12,5
2063,8.872234812920338e12,5
2064,9.178669956679547e12,5
2065,9.509555835839691e12,5
2066,1.0109838044262777e13,5
2067,1.0454956549262426e13,5
2068,1.0830280949533023e13,5
2069,1.1229030565958965e13,5
2070,1.1646701247118906e13,5
2071,1.2562900389855941e13,5
2072,1.3216377289366383e13,5
2073,1.3914617254119693e13,5
2074,1.4661404186891766e13,5
2075,1.5462481810872996e13,5
2076,1.608721327462319e13,5
2077,1.6367691437856867e13,5
2078,1.6678076012992172e13,5
2079,1.7020709560166705e13,5
2080,1.7391756301850807e13,5
2081,1.773200102645434e13,5
2082,1.8415529612997895e13,5
2083,1.9123282427198586e13,5
2084,1.9857387231034215e13,5
2085,2.0618412921310438e13,5
2086,2.117837039159157e13,5
2087,2.1584008371377727e13,5
2088,2.2020423642207445e13,5
2089,2.2495070432836727e13,5
2090,2.3017674313300926e13,5
2091,2.3829653905259773e13,5
2092,2.4057892160817742e13,5
2093,2.430444520227142e13,5
2094,2.455028227293439e13,5
2095,2.480052368532364e13,5
2096,2.6340839126405184e13,5
2097,2.6941246975962844e13,5
2098,2.757764848121406e13,5
2099,2.8260462992396535e13,5
2100,2.900458007531976e13,5
2101,2.9279390432929258e13,5
2102,2.933805130189054e13,5
2103,2.9427661454987188e13,5
2104,2.9539991548638195e13,5
2105,2.9663819051783367e13,5
2106,3.0498262624419e13,5
2107,3.0380553973491914e13,5
2108,3.029546681486145e13,5
2109,3.0248058028249555e13,5
2110,3.0244739945651055e13,5
2111,3.0790752432745996e13,5
2112,3.201367096920928e13,5
2113,3.3299805046954152e13,5
2114,3.4639313383771047e13,5
2115,3.603636499147978e13,5
2116,3.601722798240808e13,5
2117,3.5103909153581773e13,5
2118,3.4255443758786293e13,5
2119,3.3470796179508086e13,5
2120,3.2756415538769727e13,5
2121,3.3969134643783934e13,5
2122,3.533769905528762e13,5
2123,3.678507572484203e13,5
2124,3.8303224999295516e13,5
2125,3.98950944310273e13,5
2126,4.0108653636528836e13,5
2127,3.9625315262104086e13,5
2128,3.918208412929143e13,5
2129,3.878742439128699e13,5
2130,3.845612799478545e13,5
2131,3.926741630717385e13,5
2132,4.017400164642373e13,5
2133,4.1132502206548766e13,5
2134,4.212946094313009e13,5
2135,4.31491077966556e13,5
2136,4.378788252994533e13,5
2137,4.338458189903015e13,5
2138,4.3003461405915664e13,5
2139,4.264712325328915e13,5
2140,4.232224206587319e13,5
2141,4.4994059648101484e13,5
2142,4.5308081665421234e13,5
2143,4.566505537076706e13,5
2144,4.605238043185606e13,5
2145,4.646705820485781e13,5
2146,4.371075615239722e13,5
2147,4.23347123361788e13,5
2148,4.106823138893136e13,5
2149,3.990550905766297e13,5
2150,3.884918152498315e13,5
2151,3.6311120099573375e13,5
2152,3.539443086141287e13,5
2153,3.4559100283219414e13,5
2154,3.3797673371747613e13,5
2155,3.3081987580872156e13,5
2156,3.322461255130711e13,5
2157,3.2916559809921996e13,5
2158,3.2623191153298312e13,5
2159,3.235030721680844e13,5
2160,3.211017155249774e13,5
2161,2.9662213622232703e13,5
2162,2.803961733594973e13,5
2163,2.6563285018126555e13,5
2164,2.522045711746518e13,5
2165,2.3976337540124426e13,5
2166,2.452213204963034e13,5
2167,2.489068333801021e13,5
2168,2.5278621167950598e13,5
2169,2.569727769585067e13,5
2170,2.6154862285349703e13,5
2171,2.574758584169435e13,5
2172,2.5614611861778848e13,5
2173,2.553652425652192e13,5
2174,2.5510918156522176e13,5
2175,2.552896066784494e13,5
2176,2.433405467520889e13,5
2177,2.3193712040058016e13,5
2178,2.21108133997521e13,5
2179,2.1087710124197043e13,5
2180,2.0125900122055023e13,5
2181,2.007595933335769e13,5
2182,1.9825407146070426e13,5
2183,1.9603290255949047e13,5
2184,1.9411249317074887e13,5
2185,1.9251745093662406e13,5
2186,1.934923818593129e13,5
2187,1.94377306699743e13,5
2188,1.9548356033087152e13,5
2189,1.9681994796863273e13,5
2190,1.982992522265773e13,5
2191,1.98746996364901e13,5
2192,1.957745110394803e13,5
2193,1.929953368361744e13,5
2194,1.9043758518309113e13,5
2195,1.8812625450149242e13,5
2196,1.8486836601146535e13,5
2197,1.8508736348954227e13,5
2198,1.858255129937111e13,5
2199,1.869709526138303e13,5
2200,1.884641515408446e13,5
2201,1.9176927964583316e13,5
2202,1.9472522497709395e13,5
2203,1.978663227668582e13,5
2204,2.011932521993802e13,5
2205,2.0472978346799613e13,5
2206,1.998809892688987e13,5
2207,1.9958082423590746e13,5
2208,1.9948611593974688e13,5
2209,1.99608910951021e13,5
2210,1.9991255596682293e13,5
2211,2.013418510255914e13,5
2212,2.020412909439284e13,5
2213,2.0285734376001773e13,5
2214,2.0380459318626473e13,5
2215,2.0488943875982676e13,5
2216,2.144614406386221e13,5
2217,2.211133355255308e13,5
2218,2.282881626239769e13,5
2219,2.360593401190552e13,5
2220,2.445146858410622e13,5
2221,2.450887794833433e13,5
2222,2.418012314372368e13,5
2223,2.3882712612361723e13,5
2224,2.360236438121009e13,5
2225,2.3343038324444684e13,5
2226,2.3021405992591652e13,5
2227,2.266780389075055e13,5
2228,2.2349597572341258e13,5
2229,2.206991808766641e13,5
2230,2.183537657881094e13,5
2231,2.2942741775781246e13,5
2232,2.4193733888185605e13,5
2233,2.5564377716248445e13,5
2234,2.7064402365588477e13,5
2235,2.8706031549596113e13,5
2236,2.8316796540338168e13,5
2237,2.8160565435943016e13,5
2238,2.8024542558039305e13,5
2239,2.7912089520126715e13,5
2240,2.7828337786771406e13,5
2241,2.9494291114692258e13,5
2242,3.0191138589208332e13,5
2243,3.0929722330905973e13,5
2244,3.1699022229090184e13,5
2245,3.2492831896643746e13,5
2246,3.2430262192228324e13,5
2247,3.2787054286148035e13,5
2248,3.3192733579452477e13,5
2249,3.3649199955673074e13,5
2250,3.4161156197097414e13,5
2251,3.420691481570362e13,5
2252,3.4036345193009742e13,5
2253,3.3933132490299227e13,5
2254,3.389794259845369e13,5
2255,3.3918323911749684e13,5
2256,3.516340672431132e13,5
2257,3.538701205627055e13,5
2258,3.564358550525983e13,5
2259,3.593320896496787e13,5
2260,3.6255760445996695e13,5
2261,3.717788002231835e13,5
2262,3.7911374633959445e13,5
2263,3.871638493539883e13,5
2264,3.9602532903445375e13,5
2265,4.0580477402656766e13,5
2266,4.203892782891414e13,5
2267,4.322243749835754e13,5
2268,4.4474333763432664e13,5
2269,4.5782220727512125e13,5
2270,4.715676976773498e13,5
2271,4.635784229139119e13,5
2272,4.6470448969654875e13,5
2273,4.6634889100044125e13,5
2274,4.686713412632869e13,5
2275,4.7175618864321875e13,5
2276,4.415664702131847e13,5
2277,4.201608007784595e13,5
2278,4.001345890364198e13,5
2279,3.813684214029773e13,5
2280,3.637345905518198e13,5
2281,3.4230432476298098e13,5
2282,3.3441133896520777e13,5
2283,3.270982345093707e13,5
2284,3.2038689881823695e13,5
2285,3.1433730774714992e13,5
2286,3.1168243792744543e13,5
2287,3.064085622227126e13,5
2288,3.014418990487715e13,5
2289,2.9662546849863004e13,5
2290,2.9199098911343945e13,5
2291,2.9012912018920996e13,5
2292,2.8770489049040605e13,5
2293,2.8558613928443684e13,5
2294,2.838494564165112e13,5
2295,2.8259197527008797e13,5
2296,2.9690880437594355e13,5
2297,3.021546047646697e13,5
2298,3.0785871735272867e13,5
2299,3.1387612322018484e13,5
2300,3.2018961575125875e13,5
1750,NA,6
1751,NA,6
1752,NA,6
1753,NA,6
1754,NA,6
1755,NA,6
1756,NA,6
1757,NA,6
1758,NA,6
1759,NA,6
1760,NA,6
1761,NA,6
1762,NA,6
1763,NA,6
1764,NA,6
1765,NA,6
1766,NA,6
1767,NA,6
1768,NA,6
1769,NA,6
1770,NA,6
1771,NA,6
1772,NA,6
1773,NA,6
1774,NA,6
1775,NA,6
1776,NA,6
1777,NA,6
1778,NA,6
1779,NA,6
1780,NA,6
1781,NA,6
1782,NA,6
1783,NA,6
1784,NA,6
1785,NA,6
1786,NA,6
1787,NA,6
1788,NA,6
1789,NA,6
1790,NA,6
1791,NA,6
1792,NA,6
1793,NA,6
1794,NA,6
1795,NA,6
1796,NA,6
1797,NA,6
1798,NA,6
1799,NA,6
1800,NA,6
1801,NA,6
1802,NA,6
1803,NA,6
1804,NA,6
1805,NA,6
1806,NA,6
1807,NA,6
1808,NA,6
1809,NA,6
1810,NA,6
1811,NA,6
1812,NA,6
1813,NA,6
1814,NA,6
1815,NA,6
1816,NA,6
1817,NA,6
1818,NA,6
1819,NA,6
1820,NA,6
1821,NA,6
1822,NA,6
1823,NA,6
1824,NA,6
1825,NA,6
1826,NA,6
1827,NA,6
1828,NA,6
1829,NA,6
1830,NA,6
1831,NA,6
1832,NA,6
1833,NA,6
1834,NA,6
1835,NA,6
1836,NA,6
1837,NA,6
1838,NA,6
1839,NA,6
1840,NA,6
1841,NA,6
1842,NA,6
1843,NA,6
1844,NA,6
1845,NA,6
1846,NA,6
1847,NA,6
1848,NA,6
1849,NA,6
1850,NA,6
1851,NA,6
1852,NA,6
1853,NA,6
1854,NA,6
1855,NA,6
1856,NA,6
1857,NA,6
1858,NA,6
1859,NA,6
1860,NA,6
1861,NA,6
1862,NA,6
1863,NA,6
1864,NA,6
1865,NA,6
1866,NA,6
1867,NA,6
1868,NA,6
1869,NA,6
1870,NA,6
1871,NA,6
1872,NA,6
1873,NA,6
1874,NA,6
1875,NA,6
1876,NA,6
1877,NA,6
1878,NA,6
1879,NA,6
1880,NA,6
1881,NA,6
1882,NA,6
1883,NA,6
1884,NA,6
1885,NA,6
1886,NA,6
1887,NA,6
1888,NA,6
1889,NA,6
1890,NA,6
1891,NA,6
1892,NA,6
1893,NA,6
1894,NA,6
1895,NA,6
1896,NA,6
1897,NA,6
1898,NA,6
1899,NA,6
1900,NA,6
1901,NA,6
1902,NA,6
1903,NA,6
1904,NA,6
1905,NA,6
1906,NA,6
1907,NA,6
1908,NA,6
1909,NA,6
1910,NA,6
1911,NA,6
1912,NA,6
1913,NA,6
1914,NA,6
1915,NA,6
1916,NA,6
1917,NA,6
1918,NA,6
1919,NA,6
1920,NA,6
1921,NA,6
1922,NA,6
1923,NA,6
1924,NA,6
1925,NA,6
1926,NA,6
1927,NA,6
1928,NA,6
1929,NA,6
1930,NA,6
1931,NA,6
1932,NA,6
1933,NA,6
1934,NA,6
1935,NA,6
1936,NA,6
1937,NA,6
1938,NA,6
1939,NA,6
1940,NA,6
1941,NA,6
1942,NA,6
1943,NA,6
1944,NA,6
1945,NA,6
1946,NA,6
1947,NA,6
1948,NA,6
1949,NA,6
1950,NA,6
1951,NA,6
1952,NA,6
1953,NA,6
1954,NA,6
1955,NA,6
1956,NA,6
1957,NA,6
1958,NA,6
1959,NA,6
1960,NA,6
1961,NA,6
1962,NA,6
1963,NA,6
1964,NA,6
1965,NA,6
1966,NA,6
1967,NA,6
1968,NA,6
1969,NA,6
1970,NA,6
1971,NA,6
1972,NA,6
1973,NA,6
1974,NA,6
1975,NA,6
1976,NA,6
1977,NA,6
1978,NA,6
1979,NA,6
1980,NA,6
1981,NA,6
1982,NA,6
1983,NA,6
1984,NA,6
1985,NA,6
1986,NA,6
1987,NA,6
1988,NA,6
1989,NA,6
1990,NA,6
1991,NA,6
1992,NA,6
1993,NA,6
1994,NA,6
1995,NA,6
1996,NA,6
1997,NA,6
1998,NA,6
1999,NA,6
2000,NA,6
2001,NA,6
2002,NA,6
2003,NA,6
2004,NA,6
2005,NA,6
2006,NA,6
2007,NA,6
2008,NA,6
2009,NA,6
2010,NA,6
2011,NA,6
2012,NA,6
2013,NA,6
2014,NA,6
2015,NA,6
2016,NA,6
2017,NA,6
2018,NA,6
2019,NA,6
2020,5.748111154196503e11,6
2021,6.058841550571683e11,6
2022,6.413193162475083e11,6
2023,6.806456369643057e11,6
2024,7.22805878399178e11,6
2025,7.662165745778325e11,6
2026,8.401378354215713e11,6
2027,8.594824708358838e11,6
2028,8.787866467598817e11,6
2029,8.987202415600529e11,6
2030,9.19846529498731e11,6
2031,1.0395663751703308e12,6
2032,1.0739249262399706e12,6
2033,1.1126534491032131e12,6
2034,1.1576654768006116e12,6
2035,1.2077033295129465e12,6
2036,1.3352993359949514e12,6
2037,1.3686772000147483e12,6
2038,1.4016524095669668e12,6
2039,1.433900671153835e12,6
2040,1.46428522448174e12,6
2041,1.5074250406998237e12,6
2042,1.5069502189389124e12,6
2043,1.5116142615546987e12,6
2044,1.5224088684097576e12,6
2045,1.541230226862817e12,6
2046,1.665174444656888e12,6
2047,1.7272022118401792e12,6
2048,1.7932894763874019e12,6
2049,1.8598800145319604e12,6
2050,1.924643137627931e12,6
2051,2.0576283631230789e12,6
2052,2.1011339287901882e12,6
2053,2.1459477682302563e12,6
2054,2.1941053628610994e12,6
2055,2.2484757659264043e12,6
2056,2.362506738112425e12,6
2057,2.3802077993391357e12,6
2058,2.4007210493450664e12,6
2059,2.424285066755202e12,6
2060,2.448589379477449e12,6
2061,2.5565572661911143e12,6
2062,2.612997254761937e12,6
2063,2.6757782161932866e12,6
2064,2.7466833261600073e12,6
2065,2.827342546174496e12,6
2066,2.9463450415321533e12,6
2067,3.064171348656927e12,6
2068,3.1931539350783755e12,6
2069,3.330156178638045e12,6
2070,3.472439160808759e12,6
2071,3.477421449118675e12,6
2072,3.461677431669522e12,6
2073,3.4476370999081567e12,6
2074,3.435393557780052e12,6
2075,3.4255414081843696e12,6
2076,3.5649333640581294e12,6
2077,3.738793739099686e12,6
2078,3.930584942661612e12,6
2079,4.143140163957216e12,6
2080,4.3771965164403936e12,6
2081,4.410977387880733e12,6
2082,4.48732343569282e12,6
2083,4.564960341486789e12,6
2084,4.643829191034596e12,6
2085,4.723486802134062e12,6
2086,4.950402037017518e12,6
2087,5.21070299868839e12,6
2088,5.490423243987477e12,6
2089,5.79387303491508e12,6
2090,6.127055288571791e12,6
2091,6.369402671385023e12,6
2092,6.55041962950545e12,6
2093,6.738518080382221e12,6
2094,6.924676965761416e12,6
2095,7.109029616059946e12,6
2096,7.268828555753798e12,6
2097,7.363309724204475e12,6
2098,7.466795743258492e12,6
2099,7.583799716647511e12,6
2100,7.720985595564079e12,6
2101,8.0022593197499375e12,6
2102,8.229339743744721e12,6
2103,8.468307830487274e12,6
2104,8.719122581393773e12,6
2105,8.9805543078446e12,6
2106,8.996554206272744e12,6
2107,8.935437006207002e12,6
2108,8.882572010536312e12,6
2109,8.839659977548268e12,6
2110,8.808766879507875e12,6
2111,8.862367055232564e12,6
2112,8.967889647896314e12,6
2113,9.079739644841797e12,6
2114,9.19493927506131e12,6
2115,9.313340185441512e12,6
2116,9.308437817440814e12,6
2117,9.529612258591959e12,6
2118,9.766339082045543e12,6
2119,1.0021227926283805e13,6
2120,1.029907102387992e13,6
2121,1.0029836514655459e13,6
2122,9.94383661947049e12,6
2123,9.871224967483148e12,6
2124,9.808362858131805e12,6
2125,9.75450113127383e12,6
2126,9.648101863658992e12,6
2127,9.648395514033623e12,6
2128,9.658359139851764e12,6
2129,9.68011907828014e12,6
2130,9.717471011736965e12,6
2131,1.016673068794461e13,6
2132,1.0646924888322113e13,6
2133,1.116098300480842e13,6
2134,1.1707694038490125e13,6
2135,1.2284582583253537e13,6
2136,1.26874688017585e13,6
2137,1.2965499344996709e13,6
2138,1.3270008702642195e13,6
2139,1.360390395045799e13,6
2140,1.3971585962352445e13,6
2141,1.4054196606295805e13,6
2142,1.3928185798104676e13,6
2143,1.3817656308122664e13,6
2144,1.3718817838595107e13,6
2145,1.3630233305017986e13,6
2146,1.375361241021462e13,6
2147,1.4075408866987982e13,6
2148,1.441422132788569e13,6
2149,1.47704420881996e13,6
2150,1.5147189603486732e13,6
2151,1.5314099601874658e13,6
2152,1.5454020598739312e13,6
2153,1.5617020226321666e13,6
2154,1.580353235117506e13,6
2155,1.6004970948074111e13,6
2156,1.5610584512592268e13,6
2157,1.5628544084917297e13,6
2158,1.5666332895604072e13,6
2159,1.5723691501578248e13,6
2160,1.5803669415297889e13,6
2161,1.5248015229122793e13,6
2162,1.5121347564577225e13,6
2163,1.5028087687847879e13,6
2164,1.4968592356186084e13,6
2165,1.4930941718906893e13,6
2166,1.4837585109155252e13,6
2167,1.5072541154351527e13,6
2168,1.5328247039382877e13,6
2169,1.5611419072514273e13,6
2170,1.5928089677499492e13,6
2171,1.6405738138554416e13,6
2172,1.6546051334614727e13,6
2173,1.6721101371807596e13,6
2174,1.6931467646783936e13,6
2175,1.7173296758750771e13,6
2176,1.8606870641236883e13,6
2177,1.945109173536438e13,6
2178,2.034799758568986e13,6
2179,2.1304535550832516e13,6
2180,2.232957021877825e13,6
2181,2.2631132077757594e13,6
2182,2.3189607698951766e13,6
2183,2.3814330779452332e13,6
2184,2.4512759184170273e13,6
2185,2.5294389064794434e13,6
2186,2.6943956421297254e13,6
2187,2.8579751172339605e13,6
2188,3.0400677676736484e13,6
2189,3.2433315431323316e13,6
2190,3.4694138054382117e13,6
2191,3.4944188779706156e13,6
2192,3.4746460102137504e13,6
2193,3.457647310321298e13,6
2194,3.443968270777342e13,6
2195,3.434155495654202e13,6
2196,3.4190333793683457e13,6
2197,3.4141219865915246e13,6
2198,3.415486459233661e13,6
2199,3.421255387250325e13,6
2200,3.430164125062247e13,6
2201,3.4398104530927637e13,6
2202,3.484510387098719e13,6
2203,3.533179034182092e13,6
2204,3.585873621254296e13,6
2205,3.642982621342907e13,6
2206,3.4982929992100164e13,6
2207,3.4689802133577297e13,6
2208,3.4458607695130254e13,6
2209,3.4292315437180035e13,6
2210,3.4186577576850137e13,6
2211,3.4598381846175824e13,6
2212,3.529656327078699e13,6
2213,3.604955529624905e13,6
2214,3.685852059614827e13,6
2215,3.772394619303447e13,6
2216,3.920163396036616e13,6
2217,4.0243987558241836e13,6
2218,4.1358715909157555e13,6
2219,4.2558927365183445e13,6
2220,4.3860761202318016e13,6
2221,4.345991733970507e13,6
2222,4.333544179444053e13,6
2223,4.328145618431562e13,6
2224,4.327032691853427e13,6
2225,4.3301853296948164e13,6
2226,4.48463159278317e13,6
2227,4.633037618026803e13,6
2228,4.790683053820645e13,6
2229,4.9592170209661195e13,6
2230,5.141380220278947e13,6
2231,5.468678813028287e13,6
2232,5.781559357633479e13,6
2233,6.123778112530096e13,6
2234,6.497219676964457e13,6
2235,6.903828810378408e13,6
2236,6.936035751714838e13,6
2237,7.114214804707325e13,6
2238,7.304044636419856e13,6
2239,7.507173091155581e13,6
2240,7.725945489219467e13,6
2241,7.906262473116934e13,6
2242,8.204112684931375e13,6
2243,8.520554737677848e13,6
2244,8.853246954572588e13,6
2245,9.200638242408395e13,6
2246,1.0243939890651027e14,6
2247,1.1133350978324139e14,6
2248,1.2109918869973566e14,6
2249,1.3183200770732666e14,6
2250,1.4364991433280662e14,6
2251,1.4531380184000275e14,6
2252,1.4842256684878012e14,6
2253,1.5196831166055375e14,6
2254,1.5598668261699375e14,6
2255,1.604590703124754e14,6
2256,1.591313412096993e14,6
2257,1.5654016812039003e14,6
2258,1.5429872877982612e14,6
2259,1.5237960315938897e14,6
2260,1.5075870231718662e14,6
2261,1.527669168926058e14,6
2262,1.524451713629397e14,6
2263,1.5241543318678916e14,6
2264,1.5270461777977228e14,6
2265,1.533457747402126e14,6
2266,1.4939633078016878e14,6
2267,1.4917599324215072e14,6
2268,1.4927633366740703e14,6
2269,1.4963155292426044e14,6
2270,1.502476184700638e14,6
2271,1.4402715495143494e14,6
2272,1.4215205047583403e14,6
2273,1.4052499662022998e14,6
2274,1.39184973694218e14,6
2275,1.3815412661222164e14,6
2276,1.439262035863842e14,6
2277,1.4757724788203566e14,6
2278,1.5146372388129662e14,6
2279,1.555826551262678e14,6
2280,1.5992127185582394e14,6
2281,1.610367840030295e14,6
2282,1.6366755758310438e14,6
2283,1.6674295234762556e14,6
2284,1.7028971552345334e14,6
2285,1.743643964926021e14,6
2286,1.829714670263415e14,6
2287,1.8306943174954375e14,6
2288,1.834093989225865e14,6
2289,1.8391062592074953e14,6
2290,1.8458510621553334e14,6
2291,1.8019264908332016e14,6
2292,1.7660446404704388e14,6
2293,1.7320041745701444e14,6
2294,1.7001981607293372e14,6
2295,1.671155378791586e14,6
2296,1.7202494874709006e14,6
2297,1.779506406676862e14,6
2298,1.8434781691813975e14,6
2299,1.9115695775719034e14,6
2300,1.9837739887395222e14,6
1750,NA,7
1751,NA,7
1752,NA,7
1753,NA,7
1754,NA,7
1755,NA,7
1756,NA,7
1757,NA,7
1758,NA,7
1759,NA,7
1760,NA,7
1761,NA,7
1762,NA,7
1763,NA,7
1764,NA,7
1765,NA,7
1766,NA,7
1767,NA,7
1768,NA,7
1769,NA,7
1770,NA,7
1771,NA,7
1772,NA,7
1773,NA,7
1774,NA,7
1775,NA,7
1776,NA,7
1777,NA,7
1778,NA,7
1779,NA,7
1780,NA,7
1781,NA,7
1782,NA,7
1783,NA,7
1784,NA,7
1785,NA,7
1786,NA,7
1787,NA,7
1788,NA,7
1789,NA,7
1790,NA,7
1791,NA,7
1792,NA,7
1793,NA,7
1794,NA,7
1795,NA,7
1796,NA,7
1797,NA,7
1798,NA,7
1799,NA,7
1800,NA,7
1801,NA,7
1802,NA,7
1803,NA,7
1804,NA,7
1805,NA,7
1806,NA,7
1807,NA,7
1808,NA,7
1809,NA,7
1810,NA,7
1811,NA,7
1812,NA,7
1813,NA,7
1814,NA,7
1815,NA,7
1816,NA,7
1817,NA,7
1818,NA,7
1819,NA,7
1820,NA,7
1821,NA,7
1822,NA,7
1823,NA,7
1824,NA,7
1825,NA,7
1826,NA,7
1827,NA,7
1828,NA,7
1829,NA,7
1830,NA,7
1831,NA,7
1832,NA,7
1833,NA,7
1834,NA,7
1835,NA,7
1836,NA,7
1837,NA,7
1838,NA,7
1839,NA,7
1840,NA,7
1841,NA,7
1842,NA,7
1843,NA,7
1844,NA,7
1845,NA,7
1846,NA,7
1847,NA,7
1848,NA,7
1849,NA,7
1850,NA,7
1851,NA,7
1852,NA,7
1853,NA,7
1854,NA,7
1855,NA,7
1856,NA,7
1857,NA,7
1858,NA,7
1859,NA,7
1860,NA,7
1861,NA,7
1862,NA,7
1863,NA,7
1864,NA,7
1865,NA,7
1866,NA,7
1867,NA,7
1868,NA,7
1869,NA,7
1870,NA,7
1871,NA,7
1872,NA,7
1873,NA,7
1874,NA,7
1875,NA,7
1876,NA,7
1877,NA,7
1878,NA,7
1879,NA,7
1880,NA,7
1881,NA,7
1882,NA,7
1883,NA,7
1884,NA,7
1885,NA,7
1886,NA,7
1887,NA,7
1888,NA,7
1889,NA,7
1890,NA,7
1891,NA,7
1892,NA,7
1893,NA,7
1894,NA,7
1895,NA,7
1896,NA,7
1897,NA,7
1898,NA,7
1899,NA,7
1900,NA,7
1901,NA,7
1902,NA,7
1903,NA,7
1904,NA,7
1905,NA,7
1906,NA,7
1907,NA,7
1908,NA,7
1909,NA,7
1910,NA,7
1911,NA,7
1912,NA,7
1913,NA,7
1914,NA,7
1915,NA,7
1916,NA,7
1917,NA,7
1918,NA,7
1919,NA,7
1920,NA,7
1921,NA,7
1922,NA,7
1923,NA,7
1924,NA,7
1925,NA,7
1926,NA,7
1927,NA,7
1928,NA,7
1929,NA,7
1930,NA,7
1931,NA,7
1932,NA,7
1933,NA,7
1934,NA,7
1935,NA,7
1936,NA,7
1937,NA,7
1938,NA,7
1939,NA,7
1940,NA,7
1941,NA,7
1942,NA,7
1943,NA,7
1944,NA,7
1945,NA,7
1946,NA,7
1947,NA,7
1948,NA,7
1949,NA,7
1950,NA,7
1951,NA,7
1952,NA,7
1953,NA,7
1954,NA,7
1955,NA,7
1956,NA,7
1957,NA,7
1958,NA,7
1959,NA,7
1960,NA,7
1961,NA,7
1962,NA,7
1963,NA,7
1964,NA,7
1965,NA,7
1966,NA,7
1967,NA,7
1968,NA,7
1969,NA,7
1970,NA,7
1971,NA,7
1972,NA,7
1973,NA,7
1974,NA,7
1975,NA,7
1976,NA,7
1977,NA,7
1978,NA,7
1979,NA,7
1980,NA,7
1981,NA,7
1982,NA,7
1983,NA,7
1984,NA,7
1985,NA,7
1986,NA,7
1987,NA,7
1988,NA,7
1989,NA,7
1990,NA,7
1991,NA,7
1992,NA,7
1993,NA,7
1994,NA,7
1995,NA,7
1996,NA,7
1997,NA,7
1998,NA,7
1999,NA,7
2000,NA,7
2001,NA,7
2002,NA,7
2003,NA,7
2004,NA,7
2005,NA,7
2006,NA,7
2007,NA,7
2008,NA,7
2009,NA,7
2010,NA,7
2011,NA,7
2012,NA,7
2013,NA,7
2014,NA,7
2015,NA,7
2016,NA,7
2017,NA,7
2018,NA,7
2019,NA,7
2020,7.812988297583162e11,7
2021,8.325583507377045e11,7
2022,8.874742199259005e11,7
2023,9.458250806400891e11,7
2024,1.0068667661965504e12,7
2025,1.0693783787507913e12,7
2026,1.1713248080021433e12,7
2027,1.2122870389641816e12,7
2028,1.2532155240953777e12,7
2029,1.2947566513662463e12,7
2030,1.337828752797008e12,7
2031,1.398099135800603e12,7
2032,1.3815151982884443e12,7
2033,1.3685597079198782e12,7
2034,1.3600379094945488e12,7
2035,1.354218560403041e12,7
2036,1.5204762602429358e12,7
2037,1.5998722379636052e12,7
2038,1.6853518560249155e12,7
2039,1.7774321241935112e12,7
2040,1.8760591961023313e12,7
2041,2.1070012336536973e12,7
2042,2.2581081316877344e12,7
2043,2.436668720229765e12,7
2044,2.649075245892958e12,7
2045,2.904296126954527e12,7
2046,3.233057148218189e12,7
2047,3.312320850283847e12,7
2048,3.396816470650214e12,7
2049,3.48226067716984e12,7
2050,3.566296617425562e12,7
2051,3.6690603270128887e12,7
2052,3.670049853224302e12,7
2053,3.676493652217783e12,7
2054,3.690630405085827e12,7
2055,3.7153250563517393e12,7
2056,4.0464315327174194e12,7
2057,4.205723755030918e12,7
2058,4.37523548011607e12,7
2059,4.556288237700963e12,7
2060,4.746940542733003e12,7
2061,5.074508487379206e12,7
2062,5.126143725936052e12,7
2063,5.181085728151787e12,7
2064,5.24134533711905e12,7
2065,5.308476064077871e12,7
