"time","net_cpc","trialnum"
2207,90123.86568706948,5
2208,90855.51523702,5
2209,91635.40646545133,5
2210,92466.41662765924,5
2211,93261.80221559956,5
2212,94177.47009605891,5
2213,95203.29415866184,5
2214,96343.08736136775,5
2215,97601.74705259605,5
2216,101201.97855095724,5
2217,105121.92833394416,5
2218,109314.71883564543,5
2219,113794.6846183393,5
2220,118577.17821546739,5
2221,116642.46581906952,5
2222,114925.61949459054,5
2223,113354.1351454155,5
2224,111935.83998349673,5
2225,110670.61504466578,5
2226,109475.1442036886,5
2227,108457.57268866697,5
2228,107596.82408603858,5
2229,106884.71470104104,5
2230,106311.93786100073,5
2231,110439.09193084286,5
2232,114910.52525905288,5
2233,119771.7386456235,5
2234,125069.31768252565,5
2235,130857.51413679903,5
2236,131406.13448831794,5
2237,131999.66490501154,5
2238,132679.17802369804,5
2239,133443.19700869915,5
2240,134289.5926242078,5
2241,137653.84756330508,5
2242,141409.01153981604,5
2243,145356.26686829593,5
2244,149512.51258998856,5
2245,153893.02398857818,5
2246,157156.843964805,5
2247,160572.6909236533,5
2248,164229.14459126437,5
2249,168135.47234912822,5
2250,172300.79199121866,5
2251,173232.27633145853,5
2252,174431.45820872713,5
2253,175836.63753309313,5
2254,177453.5086313877,5
2255,179296.6072173458,5
2256,181214.1938544035,5
2257,183608.63863602967,5
2258,186237.255260577,5
2259,189104.63893713665,5
2260,192217.01736645005,5
2261,197098.8310453244,5
2262,202422.48629774147,5
2263,208137.76660880394,5
2264,214256.46346872533,5
2265,220791.4584493264,5
2266,228820.1191551516,5
2267,237505.44398391218,5
2268,246810.70100923098,5
2269,256790.22450082382,5
2270,267489.92257519433,5
2271,267968.2532097773,5
2272,268563.78395261656,5
2273,269497.3789205586,5
2274,270758.38735711615,5
2275,272341.8234930817,5
2276,262354.0491904666,5
2277,252831.99249631236,5
2278,243937.92226212137,5
2279,235635.55683230975,5
2280,227892.60447806225,5
2281,225676.69175541948,5
2282,223321.40147675097,5
2283,221182.21511763215,5
2284,219245.73928741744,5
2285,217497.20413729522,5
2286,214948.07549023538,5
2287,212742.91982817766,5
2288,210791.76871351487,5
2289,209097.03467576546,5
2290,207649.07594397577,5
2291,206874.9894717147,5
2292,206362.7744065262,5
2293,206085.3049040973,5
2294,206039.24386411696,5
2295,206220.55378026518,5
2296,211253.91082741963,5
2297,216918.1703454306,5
2298,222933.95174032732,5
2299,229330.24617525234,5
2300,236128.54323422536,5
1750,NA,6
1751,NA,6
1752,NA,6
1753,NA,6
1754,NA,6
1755,NA,6
1756,NA,6
1757,NA,6
1758,NA,6
1759,NA,6
1760,NA,6
1761,NA,6
1762,NA,6
1763,NA,6
1764,NA,6
1765,NA,6
1766,NA,6
1767,NA,6
1768,NA,6
1769,NA,6
1770,NA,6
1771,NA,6
1772,NA,6
1773,NA,6
1774,NA,6
1775,NA,6
1776,NA,6
1777,NA,6
1778,NA,6
1779,NA,6
1780,NA,6
1781,NA,6
1782,NA,6
1783,NA,6
1784,NA,6
1785,NA,6
1786,NA,6
1787,NA,6
1788,NA,6
1789,NA,6
1790,NA,6
1791,NA,6
1792,NA,6
1793,NA,6
1794,NA,6
1795,NA,6
1796,NA,6
1797,NA,6
1798,NA,6
1799,NA,6
1800,NA,6
1801,NA,6
1802,NA,6
1803,NA,6
1804,NA,6
1805,NA,6
1806,NA,6
1807,NA,6
1808,NA,6
1809,NA,6
1810,NA,6
1811,NA,6
1812,NA,6
1813,NA,6
1814,NA,6
1815,NA,6
1816,NA,6
1817,NA,6
1818,NA,6
1819,NA,6
1820,NA,6
1821,NA,6
1822,NA,6
1823,NA,6
1824,NA,6
1825,NA,6
1826,NA,6
1827,NA,6
1828,NA,6
1829,NA,6
1830,NA,6
1831,NA,6
1832,NA,6
1833,NA,6
1834,NA,6
1835,NA,6
1836,NA,6
1837,NA,6
1838,NA,6
1839,NA,6
1840,NA,6
1841,NA,6
1842,NA,6
1843,NA,6
1844,NA,6
1845,NA,6
1846,NA,6
1847,NA,6
1848,NA,6
1849,NA,6
1850,NA,6
1851,NA,6
1852,NA,6
1853,NA,6
1854,NA,6
1855,NA,6
1856,NA,6
1857,NA,6
1858,NA,6
1859,NA,6
1860,NA,6
1861,NA,6
1862,NA,6
1863,NA,6
1864,NA,6
1865,NA,6
1866,NA,6
1867,NA,6
1868,NA,6
1869,NA,6
1870,NA,6
1871,NA,6
1872,NA,6
1873,NA,6
1874,NA,6
1875,NA,6
1876,NA,6
1877,NA,6
1878,NA,6
1879,NA,6
1880,NA,6
1881,NA,6
1882,NA,6
1883,NA,6
1884,NA,6
1885,NA,6
1886,NA,6
1887,NA,6
1888,NA,6
1889,NA,6
1890,NA,6
1891,NA,6
1892,NA,6
1893,NA,6
1894,NA,6
1895,NA,6
1896,NA,6
1897,NA,6
1898,NA,6
1899,NA,6
1900,NA,6
1901,NA,6
1902,NA,6
1903,NA,6
1904,NA,6
1905,NA,6
1906,NA,6
1907,NA,6
1908,NA,6
1909,NA,6
1910,NA,6
1911,NA,6
1912,NA,6
1913,NA,6
1914,NA,6
1915,NA,6
1916,NA,6
1917,NA,6
1918,NA,6
1919,NA,6
1920,NA,6
1921,NA,6
1922,NA,6
1923,NA,6
1924,NA,6
1925,NA,6
1926,NA,6
1927,NA,6
1928,NA,6
1929,NA,6
1930,NA,6
1931,NA,6
1932,NA,6
1933,NA,6
1934,NA,6
1935,NA,6
1936,NA,6
1937,NA,6
1938,NA,6
1939,NA,6
1940,NA,6
1941,NA,6
1942,NA,6
1943,NA,6
1944,NA,6
1945,NA,6
1946,NA,6
1947,NA,6
1948,NA,6
1949,NA,6
1950,NA,6
1951,NA,6
1952,NA,6
1953,NA,6
1954,NA,6
1955,NA,6
1956,NA,6
1957,NA,6
1958,NA,6
1959,NA,6
1960,NA,6
1961,NA,6
1962,NA,6
1963,NA,6
1964,NA,6
1965,NA,6
1966,NA,6
1967,NA,6
1968,NA,6
1969,NA,6
1970,NA,6
1971,NA,6
1972,NA,6
1973,NA,6
1974,NA,6
1975,NA,6
1976,NA,6
1977,NA,6
1978,NA,6
1979,NA,6
1980,NA,6
1981,NA,6
1982,NA,6
1983,NA,6
1984,NA,6
1985,NA,6
1986,NA,6
1987,NA,6
1988,NA,6
1989,NA,6
1990,NA,6
1991,NA,6
1992,NA,6
1993,NA,6
1994,NA,6
1995,NA,6
1996,NA,6
1997,NA,6
1998,NA,6
1999,NA,6
2000,NA,6
2001,NA,6
2002,NA,6
2003,NA,6
2004,NA,6
2005,NA,6
2006,NA,6
2007,NA,6
2008,NA,6
2009,NA,6
2010,NA,6
2011,NA,6
2012,NA,6
2013,NA,6
2014,NA,6
2015,NA,6
2016,NA,6
2017,NA,6
2018,NA,6
2019,NA,6
2020,12040.677706717312,6
2021,12293.924145577219,6
2022,12564.867924972634,6
2023,12854.92009938506,6
2024,13165.926251972034,6
2025,13500.160002293285,6
2026,13601.35600280805,6
2027,13731.259001052094,6
2028,13883.229608461494,6
2029,14057.536733414321,6
2030,14254.623149056468,6
2031,14525.624788423116,6
2032,14822.042430247735,6
2033,15133.485707378479,6
2034,15459.85040839195,6
2035,15802.726082004185,6
2036,15863.738437104535,6
2037,15949.895046133013,6
2038,16052.501375592088,6
2039,16171.9204950429,6
2040,16309.16581127669,6
2041,16092.813563349117,6
2042,15913.56378744978,6
2043,15763.967518177202,6
2044,15642.322940727236,6
2045,15546.497486183021,6
2046,15842.16128607596,6
2047,16162.287781181263,6
2048,16501.01445830052,6
2049,16861.11546831767,6
2050,17244.74176169638,6
2051,17444.553193134056,6
2052,17673.72527269194,6
2053,17923.232116360883,6
2054,18192.69086683463,6
2055,18481.24280368724,6
2056,18402.966504146847,6
2057,18349.98837949346,6
2058,18312.88738452038,6
2059,18291.002778281654,6
2060,18285.367984230896,6
2061,18470.599213928843,6
2062,18696.196901981137,6
2063,18956.180050371488,6
2064,19250.433885363145,6
2065,19579.198418564567,6
2066,20231.120329748774,6
2067,20918.94172843515,6
2068,21645.04283408034,6
2069,22414.49900525563,6
2070,23232.44628011166,6
2071,22951.539724661947,6
2072,22697.12452095616,6
2073,22464.925891467155,6
2074,22254.1031253374,6
2075,22063.612307693485,6
2076,23173.17470456176,6
2077,24359.259288732123,6
2078,25628.325448844367,6
2079,26986.238217159298,6
2080,28441.01358445206,6
2081,28601.523540570273,6
2082,28771.690511849676,6
2083,28959.29723352251,6
2084,29165.052192002702,6
2085,29390.00298423486,6
2086,30908.37183366115,6
2087,32524.97277409659,6
2088,34246.67776567252,6
2089,36078.57524879408,6
2090,38025.05962004303,6
2091,38530.7389150283,6
2092,39066.59268035048,6
2093,39631.8329626151,6
2094,40234.5911810939,6
2095,40876.12429406523,6
2096,41173.48213448903,6
2097,41520.34890737069,6
2098,41909.203425965985,6
2099,42338.98302323345,6
2100,42807.27733622351,6
2101,43626.16498803938,6
2102,44508.36280672476,6
2103,45454.77677121032,6
2104,46469.76690709804,6
2105,47558.99598227681,6
2106,47214.064272324154,6
2107,46920.60074065025,6
2108,46667.48761475545,6
2109,46451.28128628986,6
2110,46268.53762097488,6
2111,46794.98080022515,6
2112,47354.14334262296,6
2113,47955.34121422695,6
2114,48602.81768250426,6
2115,49298.912344919576,6
2116,49691.47348897925,6
2117,50138.86450432718,6
2118,50660.266289681735,6
2119,51256.39330898327,6
2120,51926.74398672991,6
2121,51451.20803184186,6
2122,51014.32161975802,6
2123,50635.39816114817,6
2124,50315.988167240175,6
2125,50055.6905899919,6
2126,50265.55882861792,6
2127,50516.62332277995,6
2128,50816.23521534596,6
2129,51163.18082953749,6
2130,51555.05340262812,6
2131,53464.602655794944,6
2132,55483.30770227915,6
2133,57623.42629832737,6
2134,59896.65375603807,6
2135,62316.51599954842,6
2136,63176.368441948944,6
2137,64142.41693168002,6
2138,65203.43591943335,6
2139,66363.90513256627,6
2140,67627.96173071324,6
2141,67051.20243236207,6
2142,66533.46705704465,6
2143,66056.89655938609,6
2144,65622.87205536626,6
2145,65231.26084493749,6
2146,66662.10499831618,6
2147,68160.52509655568,6
2148,69745.48682552243,6
2149,71421.80380482526,6
2150,73192.61298194532,6
2151,73549.71510760105,6
2152,73967.65866440612,6
2153,74438.75629935005,6
2154,74963.77189541938,6
2155,75550.32441363965,6
2156,75125.9014948891,6
2157,74788.08165784866,6
2158,74567.34593434709,6
2159,74459.75078806488,6
2160,74460.27503739015,6
2161,73935.72023765402,6
2162,73474.76850611229,6
2163,73102.62439725468,6
2164,72814.94155625509,6
2165,72617.68716557052,6
2166,73685.10939979453,6
2167,74853.67248095568,6
2168,76158.9022838938,6
2169,77604.39435506114,6
2170,79195.28028059284,6
2171,79637.65210890182,6
2172,80200.42162715524,6
2173,80849.60573140609,6
2174,81586.89196336438,6
2175,82418.00169157484,6
2176,85872.2703784486,6
2177,89612.39764436794,6
2178,93607.44869716052,6
2179,97875.9281279276,6
2180,102437.44131761389,6
2181,104458.65391466979,6
2182,106665.2524819405,6
2183,109080.8230325916,6
2184,111712.93736128374,6
2185,114569.29165496059,6
2186,119705.7900553833,6
2187,125321.96152098042,6
2188,131466.90482819194,6
2189,138206.74357311262,6
2190,145627.44597036747,6
2191,144932.25044058863,6
2192,144401.86583044485,6
2193,143991.6154017692,6
2194,143696.7196280969,6
2195,143512.72285213086,6
2196,143203.6463510158,6
2197,143054.39535257177,6
2198,143072.53337925684,6
2199,143270.47952819642,6
2200,143657.29624668337,6
2201,145176.9936730753,6
2202,146830.51165198878,6
2203,148640.94997267326,6
2204,150613.49641565882,6
2205,152751.50875986865,6
2206,151437.69750518212,6
2207,150231.8029044263,6
2208,149211.0354371446,6
2209,148372.77469965135,6
2210,147721.0083131608,6
2211,150618.0923347404,6
2212,153743.78644017773,6
2213,157130.6332145895,6
2214,160791.30425795188,6
2215,164740.14834789568,6
2216,168662.4137488079,6
2217,172860.82301337415,6
2218,177305.18206312606,6
2219,182002.59927832923,6
2220,186959.36014483648,6
2221,185480.87382266196,6
2222,184220.57676916796,6
2223,183200.29478430908,6
2224,182432.81355219142,6
2225,181912.4533997558,6
2226,186306.74097900846,6
2227,190969.43407845398,6
2228,195896.36099507182,6
2229,201093.3560895369,6
2230,206560.3216570721,6
2231,215928.03241237288,6
2232,226052.30700131424,6
2233,236976.8164718455,6
2234,248788.20539754504,6
2235,261583.61774964444,6
2236,267127.01471911394,6
2237,273016.93145642005,6
2238,279365.7548009353,6
2239,286194.51695997966,6
2240,293522.6785434827,6
2241,303850.66212484776,6
2242,314627.70466252655,6
2243,325971.8233946042,6
2244,337935.53997593914,6
2245,350568.6784799209,6
2246,378771.75848214637,6
2247,409888.8500260889,6
2248,444036.81328264077,6
2249,481534.3882384103,6
2250,522729.9579741375,6
2251,534386.1597776358,6
2252,547212.4121110217,6
2253,561323.8784071928,6
2254,576779.2063112487,6
2255,593682.0926818454,6
2256,586378.0829806332,6
2257,580314.3404711646,6
2258,575336.6055522677,6
2259,571393.7358765309,6
2260,568441.7965169078,6
2261,564537.17665457,6
2262,561743.9927890822,6
2263,559847.140433014,6
2264,558814.9887773461,6
2265,558621.6026090011,6
2266,552153.441693011,6
2267,546883.0319861679,6
2268,543019.2039074046,6
2269,540537.5966790759,6
2270,539380.2951505608,6
2271,535125.0496481542,6
2272,531445.7848896685,6
2273,528590.6246395161,6
2274,526521.6930541033,6
2275,525219.3486999683,6
2276,538947.0810964039,6
2277,553733.2835484144,6
2278,569496.3598139358,6
2279,586308.4688154797,6
2280,604254.3311982322,6
2281,618090.2485157058,6
2282,633193.192433638,6
2283,649631.5313067886,6
2284,667402.352822562,6
2285,686492.6398407166,6
2286,686069.163300117,6
2287,686999.2965399777,6
2288,688766.0187077132,6
2289,691450.2318867273,6
2290,695074.3706039807,6
2291,679631.3825976371,6
2292,664993.6452935032,6
2293,651148.3553657163,6
2294,638031.6914297622,6
2295,625573.6653184274,6
2296,644738.7948680557,6
2297,665199.9156453601,6
2298,687115.8769696786,6
2299,710647.3184276324,6
2300,735925.6360587252,6
1750,NA,7
1751,NA,7
1752,NA,7
1753,NA,7
1754,NA,7
1755,NA,7
1756,NA,7
1757,NA,7
1758,NA,7
1759,NA,7
1760,NA,7
1761,NA,7
1762,NA,7
1763,NA,7
1764,NA,7
1765,NA,7
1766,NA,7
1767,NA,7
1768,NA,7
1769,NA,7
1770,NA,7
1771,NA,7
1772,NA,7
1773,NA,7
1774,NA,7
1775,NA,7
1776,NA,7
1777,NA,7
1778,NA,7
1779,NA,7
1780,NA,7
1781,NA,7
1782,NA,7
1783,NA,7
1784,NA,7
1785,NA,7
1786,NA,7
1787,NA,7
1788,NA,7
1789,NA,7
1790,NA,7
1791,NA,7
1792,NA,7
1793,NA,7
1794,NA,7
1795,NA,7
1796,NA,7
1797,NA,7
1798,NA,7
1799,NA,7
1800,NA,7
1801,NA,7
1802,NA,7
1803,NA,7
1804,NA,7
1805,NA,7
1806,NA,7
1807,NA,7
1808,NA,7
1809,NA,7
1810,NA,7
1811,NA,7
1812,NA,7
1813,NA,7
1814,NA,7
1815,NA,7
1816,NA,7
1817,NA,7
1818,NA,7
1819,NA,7
1820,NA,7
1821,NA,7
1822,NA,7
1823,NA,7
1824,NA,7
1825,NA,7
1826,NA,7
1827,NA,7
1828,NA,7
1829,NA,7
1830,NA,7
1831,NA,7
1832,NA,7
1833,NA,7
1834,NA,7
1835,NA,7
1836,NA,7
1837,NA,7
1838,NA,7
1839,NA,7
1840,NA,7
1841,NA,7
1842,NA,7
1843,NA,7
1844,NA,7
1845,NA,7
1846,NA,7
1847,NA,7
1848,NA,7
1849,NA,7
1850,NA,7
1851,NA,7
1852,NA,7
1853,NA,7
1854,NA,7
1855,NA,7
1856,NA,7
1857,NA,7
1858,NA,7
1859,NA,7
1860,NA,7
1861,NA,7
1862,NA,7
1863,NA,7
1864,NA,7
1865,NA,7
1866,NA,7
1867,NA,7
1868,NA,7
1869,NA,7
1870,NA,7
1871,NA,7
1872,NA,7
1873,NA,7
1874,NA,7
1875,NA,7
1876,NA,7
1877,NA,7
1878,NA,7
1879,NA,7
1880,NA,7
1881,NA,7
1882,NA,7
1883,NA,7
1884,NA,7
1885,NA,7
1886,NA,7
1887,NA,7
1888,NA,7
1889,NA,7
1890,NA,7
1891,NA,7
1892,NA,7
1893,NA,7
1894,NA,7
1895,NA,7
1896,NA,7
1897,NA,7
1898,NA,7
1899,NA,7
1900,NA,7
1901,NA,7
1902,NA,7
1903,NA,7
1904,NA,7
1905,NA,7
1906,NA,7
1907,NA,7
1908,NA,7
1909,NA,7
1910,NA,7
1911,NA,7
1912,NA,7
1913,NA,7
1914,NA,7
1915,NA,7
1916,NA,7
1917,NA,7
1918,NA,7
1919,NA,7
1920,NA,7
1921,NA,7
1922,NA,7
1923,NA,7
1924,NA,7
1925,NA,7
1926,NA,7
1927,NA,7
1928,NA,7
1929,NA,7
1930,NA,7
1931,NA,7
1932,NA,7
1933,NA,7
1934,NA,7
1935,NA,7
1936,NA,7
1937,NA,7
1938,NA,7
1939,NA,7
1940,NA,7
1941,NA,7
1942,NA,7
1943,NA,7
1944,NA,7
1945,NA,7
1946,NA,7
1947,NA,7
1948,NA,7
1949,NA,7
1950,NA,7
1951,NA,7
1952,NA,7
1953,NA,7
1954,NA,7
1955,NA,7
1956,NA,7
1957,NA,7
1958,NA,7
1959,NA,7
1960,NA,7
1961,NA,7
1962,NA,7
1963,NA,7
1964,NA,7
1965,NA,7
1966,NA,7
1967,NA,7
1968,NA,7
1969,NA,7
1970,NA,7
1971,NA,7
1972,NA,7
1973,NA,7
1974,NA,7
1975,NA,7
1976,NA,7
1977,NA,7
1978,NA,7
1979,NA,7
1980,NA,7
1981,NA,7
1982,NA,7
1983,NA,7
1984,NA,7
1985,NA,7
1986,NA,7
1987,NA,7
1988,NA,7
1989,NA,7
1990,NA,7
1991,NA,7
1992,NA,7
1993,NA,7
1994,NA,7
1995,NA,7
1996,NA,7
1997,NA,7
1998,NA,7
1999,NA,7
2000,NA,7
2001,NA,7
2002,NA,7
2003,NA,7
2004,NA,7
2005,NA,7
2006,NA,7
2007,NA,7
2008,NA,7
2009,NA,7
2010,NA,7
2011,NA,7
2012,NA,7
2013,NA,7
2014,NA,7
2015,NA,7
2016,NA,7
2017,NA,7
2018,NA,7
2019,NA,7
2020,14458.555125691755,7
2021,14849.560995613168,7
2022,15263.636664229603,7
2023,15701.958851622352,7
2024,16165.925574777522,7
2025,16657.163019079904,7
2026,16898.030351432186,7
2027,17158.98779987832,7
2028,17432.715515885287,7
2029,17719.40074680202,7
2030,18019.200604462592,7
2031,17477.114532439253,7
2032,16972.36412718805,7
2033,16493.945064804262,7
2034,16040.37032160948,7
2035,15610.788209513345,7
2036,15887.210331477085,7
2037,16200.18923388691,7
2038,16541.86667222991,7
2039,16915.21903807437,7
2040,17323.721747084644,7
2041,18039.11932951516,7
2042,18869.900056202856,7
2043,19821.42257768845,7
2044,20911.61078488715,7
2045,22163.966548578388,7
2046,22405.609563221053,7
2047,22696.800103810325,7
2048,23011.386441119652,7
2049,23351.50800986979,7
2050,23718.737549509362,7
2051,23512.091778340335,7
2052,23356.894150890814,7
2053,23240.215326283498,7
2054,23160.050636513515,7
2055,23114.33346523362,7
2056,23762.808988545552,7
2057,24469.74947487076,7
2058,25219.952264778596,7
2059,26016.443743032225,7
2060,26863.626297373743,7
2061,26856.374638846937,7
2062,26900.953935526857,7
2063,26968.511912175756,7
2064,27058.263679590636,7
2065,27169.60897483827,7
2066,27509.10562642813,7
2067,27877.556460672968,7
2068,28263.493051322595,7
2069,28669.14481720441,7
2070,29096.49642219355,7
2071,30513.043316868887,7
2072,32059.30042039914,7
2073,33719.665400201804,7
2074,35503.60383380139,7
2075,37421.23361237783,7
2076,37193.866495121816,7
2077,37017.47181773813,7
2078,36875.994994547444,7
2079,36768.65518770099,7
2080,36695.79145428452,7
2081,37938.13016661735,7
2082,39270.88096175708,7
2083,40696.881981057915,7
2084,42222.36980351059,7
2085,43854.34190143049,7
2086,44710.01566379645,7
2087,45645.55893088949,7
2088,46665.959759667516,7
2089,47776.93814322137,7
2090,48984.63744378408,7
2091,48929.18156784476,7
2092,48937.1014239653,7
2093,49020.26821235942,7
2094,49183.13809416685,7
2095,49426.55786609402,7
2096,50760.601029447964,7
2097,52279.11695787808,7
2098,53955.19526646391,7
2099,55800.095745168146,7
2100,57825.47842575807,7
2101,57462.64901071044,7
2102,57228.58316778996,7
2103,57041.92637031562,7
2104,56903.76972768394,7
2105,56816.160479362916,7
2106,58830.024038612246,7
2107,61114.6519240645,7
2108,63635.56013341226,7
2109,66409.28996097321,7
2110,69453.4986145258,7
2111,69810.42477535336,7
2112,70261.79468980782,7
2113,70781.07117034921,7
2114,71372.81314219629,7
2115,72038.99257654761,7
2116,70890.86320130565,7
2117,69790.67999881886,7
2118,68782.25913026238,7
2119,67862.4890737534,7
2120,67027.05502608638,7
2121,65403.23037450451,7
2122,63963.2417007427,7
2123,62718.26434112621,7
2124,61664.87153726364,7
2125,60798.88112384687,7
2126,59554.16997838287,7
2127,58413.24844344597,7
2128,57368.55753352048,7
2129,56419.622375241735,7
2130,55565.97823108764,7
2131,55152.43488677175,7
2132,54783.2730523428,7
2133,54470.44107452786,7
2134,54215.5675332549,7
2135,54020.77752829811,7
2136,54355.86054674602,7
2137,54769.755645313795,7
2138,55244.42559691981,7
2139,55781.31906264812,7
2140,56381.471388634,7
2141,56040.168379949166,7
2142,55748.35951138191,7
2143,55490.62308825979,7
2144,55268.83536202566,7
2145,55083.635096286314,7
2146,56091.18773661206,7
2147,57171.43160678039,7
2148,58330.54678657641,7
2149,59571.55970695542,7
2150,60896.23139863214,7
2151,60448.903629314926,7
2152,60093.48064027832,7
2153,59797.0091846072,7
2154,59559.07588156734,7
2155,59384.29662642171,7
2156,57402.74356577068,7
2157,55569.56665519927,7
2158,53858.44930763033,7
2159,52261.024655853624,7
2160,50768.28177288413,7
2161,49502.60397691034,7
2162,48357.80750881706,7
2163,47312.66841738167,7
2164,46362.501878472125,7
2165,45508.689943188605,7
2166,44699.69401413797,7
2167,43961.04021193042,7
2168,43270.34736301692,7
2169,42624.27129680261,7
2170,42020.39809660345,7
2171,43682.10664627123,7
2172,45455.4283962871,7
2173,47346.06915992675,7
2174,49363.474882106246,7
2175,51519.914480426305,7
2176,51574.158477860685,7
2177,51682.11275665137,7
2178,51859.12694617116,7
2179,52105.615653713736,7
2180,52422.1201956157,7
2181,53110.72118520769,7
2182,53929.71967029793,7
2183,54841.22653999732,7
2184,55849.79230059741,7
2185,56960.237646553505,7
2186,57728.78037413465,7
2187,58575.60111837516,7
2188,59493.87256667244,7
2189,60488.83481804037,7
2190,61570.2282079914,7
2191,60694.762109942276,7
2192,59904.8765434834,7
2193,59187.377897099504,7
2194,58539.63790381364,7
2195,57959.33971494002,7
2196,58807.679529210676,7
2197,59807.52489616501,7
2198,60953.28065290944,7
2199,62262.9792550915,7
2200,63754.880205455745,7
2201,62869.294321919384,7
2202,62052.074024621674,7
2203,61314.44810510163,7
2204,60653.0763996432,7
2205,60064.045810931166,7
2206,63481.20582264936,7
2207,67188.20183251427,7
2208,71189.55148104468,7
2209,75510.97272987946,7
2210,80183.6692107587,7
2211,81397.8173702531,7
2212,82796.19105564526,7
2213,84323.47168436425,7
2214,85987.91307845392,7
2215,87798.96217087183,7
2216,86999.21018363265,7
2217,86341.45828170616,7
2218,85806.25735624523,7
2219,85387.8685821612,7
2220,85080.5928111763,7
2221,88351.96950975241,7
2222,91854.76099664877,7
2223,95575.3040062632,7
2224,99536.24453563656,7
2225,103751.90538467394,7
2226,102552.7112675596,7
2227,101532.58083743222,7
2228,100596.04492696117,7
2229,99738.11124083032,7
2230,98951.55026074062,7
2231,96866.22783536417,7
2232,94958.46774080678,7
2233,93250.62640354678,7
2234,91740.83275156448,7
2235,90426.65852095673,7
2236,89091.28226577108,7
2237,87982.25126567109,7
2238,87085.61550026825,7
2239,86386.66867846211,7
2240,85871.40596510559,7
2241,83135.1818479671,7
2242,80604.46096747764,7
2243,78307.11463153448,7
2244,76230.48084683905,7
2245,74361.83204735008,7
2246,72550.70889158796,7
2247,70898.90937028741,7
2248,69376.2215947588,7
2249,67972.31297682521,7
2250,66677.02373963749,7
2251,63732.1667968705,7
2252,60997.701012985286,7
2253,58454.09925945146,7
2254,56085.406830814136,7
2255,53880.87877122148,7
2256,53267.75154714148,7
2257,52720.89928631317,7
2258,52262.7570890581,7
2259,51894.86423881054,7
2260,51619.364140927224,7
2261,51155.76039198099,7
2262,50720.94477102848,7
2263,50361.16798559641,7
2264,50071.99974338434,7
2265,49849.413448843035,7
2266,49761.39557117123,7
2267,49671.175574202265,7
2268,49613.341203929085,7
2269,49591.407562133936,7
2270,49604.575259185214,7
2271,49297.44639711476,7
2272,48983.415860563466,7
2273,48715.93803588894,7
2274,48491.62416314407,7
2275,48308.50071419085,7
2276,48065.04217029291,7
2277,47829.60331142829,7
2278,47622.77490619715,7
2279,47444.94132451097,7
2280,47297.04953494826,7
2281,48268.76815094525,7
2282,49309.79563425292,7
2283,50429.259732537124,7
2284,51627.73521648371,7
2285,52905.0359118897,7
2286,52763.037759969855,7
2287,52713.62301046105,7
2288,52754.04537193865,7
2289,52889.074736580566,7
2290,53118.63322503064,7
2291,53198.87628798364,7
2292,53418.055894681514,7
2293,53764.91654887703,7
2294,54240.41958660991,7
2295,54845.20045581927,7
2296,55319.609995013314,7
2297,55909.30786287805,7
2298,56606.28052151113,7
2299,57423.461847000464,7
2300,58370.89941300883,7
1750,NA,8
1751,NA,8
1752,NA,8
1753,NA,8
1754,NA,8
1755,NA,8
1756,NA,8
1757,NA,8
1758,NA,8
1759,NA,8
1760,NA,8
1761,NA,8
1762,NA,8
1763,NA,8
1764,NA,8
1765,NA,8
1766,NA,8
1767,NA,8
1768,NA,8
1769,NA,8
1770,NA,8
1771,NA,8
1772,NA,8
1773,NA,8
1774,NA,8
1775,NA,8
1776,NA,8
1777,NA,8
1778,NA,8
1779,NA,8
1780,NA,8
1781,NA,8
1782,NA,8
1783,NA,8
1784,NA,8
1785,NA,8
1786,NA,8
1787,NA,8
1788,NA,8
1789,NA,8
1790,NA,8
1791,NA,8
1792,NA,8
1793,NA,8
1794,NA,8
1795,NA,8
1796,NA,8
1797,NA,8
1798,NA,8
1799,NA,8
1800,NA,8
1801,NA,8
1802,NA,8
1803,NA,8
1804,NA,8
1805,NA,8
1806,NA,8
1807,NA,8
1808,NA,8
1809,NA,8
1810,NA,8
1811,NA,8
1812,NA,8
1813,NA,8
1814,NA,8
1815,NA,8
1816,NA,8
1817,NA,8
1818,NA,8
1819,NA,8
1820,NA,8
1821,NA,8
1822,NA,8
1823,NA,8
1824,NA,8
1825,NA,8
1826,NA,8
1827,NA,8
1828,NA,8
1829,NA,8
1830,NA,8
1831,NA,8
1832,NA,8
1833,NA,8
1834,NA,8
1835,NA,8
1836,NA,8
1837,NA,8
1838,NA,8
1839,NA,8
1840,NA,8
1841,NA,8
1842,NA,8
1843,NA,8
1844,NA,8
1845,NA,8
1846,NA,8
1847,NA,8
1848,NA,8
1849,NA,8
1850,NA,8
1851,NA,8
1852,NA,8
1853,NA,8
1854,NA,8
1855,NA,8
1856,NA,8
1857,NA,8
1858,NA,8
1859,NA,8
1860,NA,8
1861,NA,8
1862,NA,8
1863,NA,8
1864,NA,8
1865,NA,8
1866,NA,8
1867,NA,8
1868,NA,8
1869,NA,8
1870,NA,8
1871,NA,8
1872,NA,8
1873,NA,8
1874,NA,8
1875,NA,8
1876,NA,8
1877,NA,8
1878,NA,8
1879,NA,8
1880,NA,8
1881,NA,8
1882,NA,8
1883,NA,8
1884,NA,8
1885,NA,8
1886,NA,8
1887,NA,8
1888,NA,8
1889,NA,8
1890,NA,8
1891,NA,8
1892,NA,8
