"time","total_damage","trialnum"
1997,NA,5
1998,NA,5
1999,NA,5
2000,NA,5
2001,NA,5
2002,NA,5
2003,NA,5
2004,NA,5
2005,NA,5
2006,NA,5
2007,NA,5
2008,NA,5
2009,NA,5
2010,NA,5
2011,NA,5
2012,NA,5
2013,NA,5
2014,NA,5
2015,NA,5
2016,NA,5
2017,NA,5
2018,NA,5
2019,NA,5
2020,1.540644277194026e12,5
2021,1.5864566150964197e12,5
2022,1.6338214630495308e12,5
2023,1.6814580548624475e12,5
2024,1.7270143419887583e12,5
2025,1.7674114930267637e12,5
2026,1.902523218978536e12,5
2027,2.0044980896028474e12,5
2028,2.1100228386671938e12,5
2029,2.221144266472969e12,5
2030,2.341282482576827e12,5
2031,2.4759682437162466e12,5
2032,2.51529940068405e12,5
2033,2.5643397326023555e12,5
2034,2.625380280656944e12,5
2035,2.6938162997374697e12,5
2036,2.991253932151818e12,5
2037,3.185953293193012e12,5
2038,3.396762927604271e12,5
2039,3.6121432135605713e12,5
2040,3.8288910520710913e12,5
2041,4.1336900541649365e12,5
2042,4.2866068053433022e12,5
2043,4.450274775365078e12,5
2044,4.628078283213855e12,5
2045,4.826919545754836e12,5
2046,5.552009382886842e12,5
2047,6.086157176198767e12,5
2048,6.668290004737525e12,5
2049,7.286412268476293e12,5
2050,7.933941247986404e12,5
2051,8.515036803661927e12,5
2052,8.82004211073352e12,5
2053,9.13820058270936e12,5
2054,9.479724339655336e12,5
2055,9.857909613925773e12,5
2056,1.053610720056236e13,5
2057,1.1039559694739139e13,5
2058,1.1569517171064393e13,5
2059,1.212996440850346e13,5
2060,1.2711479661058027e13,5
2061,1.3637768342449092e13,5
2062,1.4118014001735297e13,5
2063,1.4623195634237824e13,5
2064,1.516213405098053e13,5
2065,1.574207432506312e13,5
2066,1.6578052350827719e13,5
2067,1.71855433662727e13,5
2068,1.7842579289165305e13,5
2069,1.8531214081964562e13,5
2070,1.9238824055013074e13,5
2071,2.0523661632083992e13,5
2072,2.1556261963328023e13,5
2073,2.2652604360380383e13,5
2074,2.3818022915712227e13,5
2075,2.506191200985098e13,5
2076,2.588402280716035e13,5
2077,2.642891186079519e13,5
2078,2.7055188703507777e13,5
2079,2.7747606288865438e13,5
2080,2.849391513615768e13,5
2081,2.934449656474399e13,5
2082,3.054849383352634e13,5
2083,3.177785959405781e13,5
2084,3.3036430672341344e13,5
2085,3.4323411638968473e13,5
2086,3.524986512580644e13,5
2087,3.603556950901033e13,5
2088,3.687591229209803e13,5
2089,3.7790684469080805e13,5
2090,3.880587719174714e13,5
2091,3.994323099213479e13,5
2092,4.052756144977329e13,5
2093,4.112995852529093e13,5
2094,4.169706906982644e13,5
2095,4.224222455051116e13,5
2096,4.416746987833796e13,5
2097,4.515558837996518e13,5
2098,4.619741341267215e13,5
2099,4.7318699420960336e13,5
2100,4.8556587105824234e13,5
2101,4.899270204429485e13,5
2102,4.917709767891149e13,5
2103,4.9418319902944805e13,5
2104,4.9695184507241984e13,5
2105,4.997859611714478e13,5
2106,5.076666471778765e13,5
2107,5.061721883314042e13,5
2108,5.052295166708896e13,5
2109,5.049854572129185e13,5
2110,5.05620520481625e13,5
2111,5.178755703069757e13,5
2112,5.374455641172175e13,5
2113,5.578294148923022e13,5
2114,5.78726349151446e13,5
2115,6.001970013269654e13,5
2116,5.968808031597462e13,5
2117,5.846409940599273e13,5
2118,5.7322156945300984e13,5
2119,5.626965738151251e13,5
2120,5.5331916814514305e13,5
2121,5.722033255776624e13,5
2122,5.934448223822264e13,5
2123,6.157348155344174e13,5
2124,6.388101401505944e13,5
2125,6.626844345827316e13,5
2126,6.624230978915989e13,5
2127,6.5515654199269164e13,5
2128,6.484362500487281e13,5
2129,6.4248844784053484e13,5
2130,6.376915140732271e13,5
2131,6.5135888456641875e13,5
2132,6.666231176574539e13,5
2133,6.82614054525047e13,5
2134,6.989782673353341e13,5
2135,7.153072031600361e13,5
2136,7.200750086945905e13,5
2137,7.142678277498338e13,5
2138,7.087826493414445e13,5
2139,7.036869665449712e13,5
2140,6.991464444870963e13,5
2141,7.273836578170836e13,5
2142,7.32604650326744e13,5
2143,7.385347233751725e13,5
2144,7.448714223810362e13,5
2145,7.5153552918967e13,5
2146,7.16136099394375e13,5
2147,6.948243127760295e13,5
2148,6.7497407076794055e13,5
2149,6.565045430020783e13,5
2150,6.3953061119434484e13,5
2151,6.0998866889102805e13,5
2152,5.970917389248228e13,5
2153,5.856436523736419e13,5
2154,5.754968173548166e13,5
2155,5.659763848038484e13,5
2156,5.656220077751745e13,5
2157,5.606877539518126e13,5
2158,5.557732425290168e13,5
2159,5.510180609967296e13,5
2160,5.467210770419525e13,5
2161,5.1288205529282086e13,5
2162,4.880971767170968e13,5
2163,4.656762723671342e13,5
2164,4.454171339179255e13,5
2165,4.2651896470292625e13,5
2166,4.344314924755725e13,5
2167,4.405407192546189e13,5
2168,4.467176985325344e13,5
2169,4.532603500806577e13,5
2170,4.603786967141097e13,5
2171,4.55770594916127e13,5
2172,4.542297937491866e13,5
2173,4.537263355347688e13,5
2174,4.541936878962076e13,5
2175,4.553924082636415e13,5
2176,4.37301250802047e13,5
2177,4.198522174128493e13,5
2178,4.030064113954637e13,5
2179,3.868850983718531e13,5
2180,3.71587473435857e13,5
2181,3.69224798024672e13,5
2182,3.650102182900352e13,5
2183,3.612553128037788e13,5
2184,3.580170835556765e13,5
2185,3.553732217973508e13,5
2186,3.5723601269969375e13,5
2187,3.59247148480955e13,5
2188,3.615839787322032e13,5
2189,3.642654669712764e13,5
2190,3.670493932523659e13,5
2191,3.6586254266090445e13,5
2192,3.612312632458014e13,5
2193,3.568753110998453e13,5
2194,3.528765311804398e13,5
2195,3.4930864764919637e13,5
2196,3.4517225088013734e13,5
2197,3.4498638271463105e13,5
2198,3.4567008210137062e13,5
2199,3.4691131091490195e13,5
2200,3.4854206865218832e13,5
2201,3.53385440003894e13,5
2202,3.578513877695859e13,5
2203,3.625830390241497e13,5
2204,3.675756483296377e13,5
2205,3.72883613472292e13,5
2206,3.678689704258338e13,5
2207,3.675312309615509e13,5
2208,3.6761606371810664e13,5
2209,3.681550694674526e13,5
2210,3.6905203910770984e13,5
2211,3.7135729849504305e13,5
2212,3.729813988049165e13,5
2213,3.7472677898680266e13,5
2214,3.766231355574529e13,5
2215,3.78677457040266e13,5
2216,3.917028484777308e13,5
2217,4.020852585529015e13,5
2218,4.133407152011944e13,5
2219,4.256260881623241e13,5
2220,4.391285436147889e13,5
2221,4.3811206639682234e13,5
2222,4.335497266468552e13,5
2223,4.294051696502503e13,5
2224,4.253173452715305e13,5
2225,4.213792201193792e13,5
2226,4.160607859849372e13,5
2227,4.105181542662506e13,5
2228,4.0549541741749016e13,5
2229,4.0109347900043734e13,5
2230,3.974996763683991e13,5
2231,4.155131046985067e13,5
2232,4.3551256176488e13,5
2233,4.57277908090213e13,5
2234,4.808853541854822e13,5
2235,5.0644773201023125e13,5
2236,5.01548286305221e13,5
2237,4.9896022155773234e13,5
2238,4.9667487671358914e13,5
2239,4.947811412012219e13,5
2240,4.934096191626906e13,5
2241,5.136908789471142e13,5
2242,5.247142212402135e13,5
2243,5.3638918804174836e13,5
2244,5.4843952211221625e13,5
2245,5.607045360700834e13,5
2246,5.619801324580386e13,5
2247,5.675651005247551e13,5
2248,5.738201337982911e13,5
2249,5.8078484188785945e13,5
2250,5.885605860359828e13,5
2251,5.874241002098047e13,5
2252,5.8450340521504305e13,5
2253,5.827177725582941e13,5
2254,5.8208943458932625e13,5
2255,5.82335340001609e13,5
2256,5.9636915830478914e13,5
2257,6.003440960083735e13,5
2258,6.046987877819367e13,5
2259,6.094396304730742e13,5
2260,6.145654927167282e13,5
2261,6.266526743811964e13,5
2262,6.371667625384698e13,5
2263,6.487840077383897e13,5
2264,6.6170282510821836e13,5
2265,6.761385754327174e13,5
2266,6.970441410987694e13,5
2267,7.157574993146244e13,5
2268,7.354114313521955e13,5
2269,7.557153924271519e13,5
2270,7.76872701696954e13,5
2271,7.68028046512359e13,5
2272,7.684776009302919e13,5
2273,7.69736079547223e13,5
2274,7.721440244457344e13,5
2275,7.758766721712753e13,5
2276,7.343620754383216e13,5
2277,7.023266604553408e13,5
2278,6.722126865074494e13,5
2279,6.438375600474152e13,5
2280,6.169921611298467e13,5
2281,5.912665453303755e13,5
2282,5.793443783361626e13,5
2283,5.683054936238715e13,5
2284,5.582300237503734e13,5
2285,5.492837196720037e13,5
2286,5.429254379374775e13,5
2287,5.3424964323991086e13,5
2288,5.260076755415084e13,5
2289,5.178562861157363e13,5
2290,5.098816117761084e13,5
2291,5.0702615337946555e13,5
2292,5.036704653598038e13,5
2293,5.0074758614184125e13,5
2294,4.984364484720103e13,5
2295,4.9696363226356016e13,5
2296,5.131014700174372e13,5
2297,5.205157071954328e13,5
2298,5.285971900573654e13,5
2299,5.370090623147373e13,5
2300,5.457013903960405e13,5
1750,NA,6
1751,NA,6
1752,NA,6
1753,NA,6
1754,NA,6
1755,NA,6
1756,NA,6
1757,NA,6
1758,NA,6
1759,NA,6
1760,NA,6
1761,NA,6
1762,NA,6
1763,NA,6
1764,NA,6
1765,NA,6
1766,NA,6
1767,NA,6
1768,NA,6
1769,NA,6
1770,NA,6
1771,NA,6
1772,NA,6
1773,NA,6
1774,NA,6
1775,NA,6
1776,NA,6
1777,NA,6
1778,NA,6
1779,NA,6
1780,NA,6
1781,NA,6
1782,NA,6
1783,NA,6
1784,NA,6
1785,NA,6
1786,NA,6
1787,NA,6
1788,NA,6
1789,NA,6
1790,NA,6
1791,NA,6
1792,NA,6
1793,NA,6
1794,NA,6
1795,NA,6
1796,NA,6
1797,NA,6
1798,NA,6
1799,NA,6
1800,NA,6
1801,NA,6
1802,NA,6
1803,NA,6
1804,NA,6
1805,NA,6
1806,NA,6
1807,NA,6
1808,NA,6
1809,NA,6
1810,NA,6
1811,NA,6
1812,NA,6
1813,NA,6
1814,NA,6
1815,NA,6
1816,NA,6
1817,NA,6
1818,NA,6
1819,NA,6
1820,NA,6
1821,NA,6
1822,NA,6
1823,NA,6
1824,NA,6
1825,NA,6
1826,NA,6
1827,NA,6
1828,NA,6
1829,NA,6
1830,NA,6
1831,NA,6
1832,NA,6
1833,NA,6
1834,NA,6
1835,NA,6
1836,NA,6
1837,NA,6
1838,NA,6
1839,NA,6
1840,NA,6
1841,NA,6
1842,NA,6
1843,NA,6
1844,NA,6
1845,NA,6
1846,NA,6
1847,NA,6
1848,NA,6
1849,NA,6
1850,NA,6
1851,NA,6
1852,NA,6
1853,NA,6
1854,NA,6
1855,NA,6
1856,NA,6
1857,NA,6
1858,NA,6
1859,NA,6
1860,NA,6
1861,NA,6
1862,NA,6
1863,NA,6
1864,NA,6
1865,NA,6
1866,NA,6
1867,NA,6
1868,NA,6
1869,NA,6
1870,NA,6
1871,NA,6
1872,NA,6
1873,NA,6
1874,NA,6
1875,NA,6
1876,NA,6
1877,NA,6
1878,NA,6
1879,NA,6
1880,NA,6
1881,NA,6
1882,NA,6
1883,NA,6
1884,NA,6
1885,NA,6
1886,NA,6
1887,NA,6
1888,NA,6
1889,NA,6
1890,NA,6
1891,NA,6
1892,NA,6
1893,NA,6
1894,NA,6
1895,NA,6
1896,NA,6
1897,NA,6
1898,NA,6
1899,NA,6
1900,NA,6
1901,NA,6
1902,NA,6
1903,NA,6
1904,NA,6
1905,NA,6
1906,NA,6
1907,NA,6
1908,NA,6
1909,NA,6
1910,NA,6
1911,NA,6
1912,NA,6
1913,NA,6
1914,NA,6
1915,NA,6
1916,NA,6
1917,NA,6
1918,NA,6
1919,NA,6
1920,NA,6
1921,NA,6
1922,NA,6
1923,NA,6
1924,NA,6
1925,NA,6
1926,NA,6
1927,NA,6
1928,NA,6
1929,NA,6
1930,NA,6
1931,NA,6
1932,NA,6
1933,NA,6
1934,NA,6
1935,NA,6
1936,NA,6
1937,NA,6
1938,NA,6
1939,NA,6
1940,NA,6
1941,NA,6
1942,NA,6
1943,NA,6
1944,NA,6
1945,NA,6
1946,NA,6
1947,NA,6
1948,NA,6
1949,NA,6
1950,NA,6
1951,NA,6
1952,NA,6
1953,NA,6
1954,NA,6
1955,NA,6
1956,NA,6
1957,NA,6
1958,NA,6
1959,NA,6
1960,NA,6
1961,NA,6
1962,NA,6
1963,NA,6
1964,NA,6
1965,NA,6
1966,NA,6
1967,NA,6
1968,NA,6
1969,NA,6
1970,NA,6
1971,NA,6
1972,NA,6
1973,NA,6
1974,NA,6
1975,NA,6
1976,NA,6
1977,NA,6
1978,NA,6
1979,NA,6
1980,NA,6
1981,NA,6
1982,NA,6
1983,NA,6
1984,NA,6
1985,NA,6
1986,NA,6
1987,NA,6
1988,NA,6
1989,NA,6
1990,NA,6
1991,NA,6
1992,NA,6
1993,NA,6
1994,NA,6
1995,NA,6
1996,NA,6
1997,NA,6
1998,NA,6
1999,NA,6
2000,NA,6
2001,NA,6
2002,NA,6
2003,NA,6
2004,NA,6
2005,NA,6
2006,NA,6
2007,NA,6
2008,NA,6
2009,NA,6
2010,NA,6
2011,NA,6
2012,NA,6
2013,NA,6
2014,NA,6
2015,NA,6
2016,NA,6
2017,NA,6
2018,NA,6
2019,NA,6
2020,1.504170164219129e12,6
2021,1.6072679902015613e12,6
2022,1.7272308593920713e12,6
2023,1.8624579231979678e12,6
2024,2.0085624704368071e12,6
2025,2.1583539180586157e12,6
2026,2.309160112889208e12,6
2027,2.400847700925907e12,6
2028,2.491191774330645e12,6
2029,2.582788033354311e12,6
2030,2.6779372699253545e12,6
2031,2.880031159696076e12,6
2032,3.004298601091719e12,6
2033,3.1463587029695654e12,6
2034,3.3151868483507266e12,6
2035,3.5056648533099326e12,6
2036,3.762919854510298e12,6
2037,3.9411109011572783e12,6
2038,4.1171689218211436e12,6
2039,4.28883397576125e12,6
2040,4.448556565720426e12,6
2041,4.540451535654173e12,6
2042,4.589095075379526e12,6
2043,4.6517386088462e12,6
2044,4.735056254048658e12,6
2045,4.851493877871361e12,6
2046,5.185114616446286e12,6
2047,5.484609754012331e12,6
2048,5.8071922378564375e12,6
2049,6.130019489251697e12,6
2050,6.437143419422934e12,6
2051,6.742125781005535e12,6
2052,6.953763791001064e12,6
2053,7.167373255831359e12,6
2054,7.395715314686941e12,6
2055,7.657303786483477e12,6
2056,7.891386464928135e12,6
2057,8.045603910047836e12,6
2058,8.207980760120434e12,6
2059,8.380248897890966e12,6
2060,8.547486292346838e12,6
2061,8.832938180562492e12,6
2062,9.066423487713986e12,6
2063,9.314891350778055e12,6
2064,9.588341387345639e12,6
2065,9.895585662398494e12,6
2066,1.0384230004713621e13,6
2067,1.0927245670200191e13,6
2068,1.1528970143579434e13,6
2069,1.2168120763383248e13,6
2070,1.2825097589454137e13,6
2071,1.287415211658317e13,6
2072,1.2888030508994303e13,6
2073,1.290198899207123e13,6
2074,1.2916919613883191e13,6
2075,1.2937107292731797e13,6
2076,1.3664514709962965e13,6
2077,1.4480790253018152e13,6
2078,1.5390615946496906e13,6
2079,1.641176622188975e13,6
2080,1.7546956304786418e13,6
2081,1.791069316177847e13,6
2082,1.8341215699301742e13,6
2083,1.876201215211761e13,6
2084,1.9171635890021055e13,6
2085,1.9565528838359258e13,6
2086,2.070294166526409e13,6
2087,2.1934216695414297e13,6
2088,2.326611068550095e13,6
2089,2.4730499598157992e13,6
2090,2.6373389100999758e13,6
2091,2.7249918862538027e13,6
2092,2.8133238105717867e13,6
2093,2.904376911402587e13,6
2094,2.99065264099751e13,6
2095,3.072135475256934e13,6
2096,3.125459933697221e13,6
2097,3.1711334117876938e13,6
2098,3.2192475055394953e13,6
2099,3.273120618528085e13,6
2100,3.3377745001234688e13,6
2101,3.4460813467384523e13,6
2102,3.5556983878444734e13,6
2103,3.669597218198375e13,6
2104,3.787400026408987e13,6
2105,3.9077481661341625e13,6
2106,3.9069723137479055e13,6
2107,3.8988629597087836e13,6
2108,3.893235963145503e13,6
2109,3.891784177093166e13,6
2110,3.89648583903657e13,6
2111,3.959915473657608e13,6
2112,4.0347890511720266e13,6
2113,4.112758883515367e13,6
2114,4.191267372688037e13,6
2115,4.2700706211292625e13,6
2116,4.3146026416905266e13,6
2117,4.384007255567897e13,6
2118,4.459132668636714e13,6
2119,4.541715092214419e13,6
2120,4.635199657542668e13,6
2121,4.592080770822669e13,6
2122,4.576861798220758e13,6
2123,4.566512858808707e13,6
2124,4.558132949686296e13,6
2125,4.551215200117216e13,6
2126,4.569820273217684e13,6
2127,4.599743355795828e13,6
2128,4.633117641281071e13,6
2129,4.671875990784577e13,6
2130,4.719459787223933e13,6
2131,4.926602771973734e13,6
2132,5.152808167217292e13,6
2133,5.394220117486866e13,6
2134,5.648437534835502e13,6
2135,5.9118702080220984e13,6
2136,6.033526441191583e13,6
2137,6.1455773678473016e13,6
2138,6.266725568759085e13,6
2139,6.398474542740483e13,6
2140,6.543470236759502e13,6
2141,6.528823944074284e13,6
2142,6.502965948777455e13,6
2143,6.484774365799855e13,6
2144,6.4712509033983695e13,6
2145,6.4613207474990055e13,6
2146,6.608152924674014e13,6
2147,6.779524701883728e13,6
2148,6.958687851359794e13,6
2149,7.145604754225592e13,6
2150,7.34257234262429e13,6
2151,7.405976497230819e13,6
2152,7.475695260570753e13,6
2153,7.561669897346878e13,6
2154,7.664228155290233e13,6
2155,7.77588386265851e13,6
2156,7.740417313993802e13,6
2157,7.750169007206042e13,6
2158,7.763598011263736e13,6
2159,7.781278353813034e13,6
2160,7.806593523878852e13,6
2161,7.714252279334156e13,6
2162,7.678035610140289e13,6
2163,7.662750830966762e13,6
2164,7.66930049409539e13,6
2165,7.687260543672897e13,6
2166,7.813611691068481e13,6
2167,7.97812497960591e13,6
2168,8.146817769104212e13,6
2169,8.324875679741245e13,6
2170,8.516754222973773e13,6
2171,8.615313917304314e13,6
2172,8.692302893807998e13,6
2173,8.79057604669856e13,6
2174,8.91054631529897e13,6
2175,9.048431572954445e13,6
2176,9.54085817313061e13,6
2177,9.992817223956273e13,6
2178,1.046566131279023e14,6
2179,1.0962862670413697e14,6
2180,1.1489269765261681e14,6
2181,1.1708327895579122e14,6
2182,1.1970101746896447e14,6
2183,1.2257982638833967e14,6
2184,1.2576606671108719e14,6
2185,1.2932133243048086e14,6
2186,1.3609100625999655e14,6
2187,1.4341291831393288e14,6
2188,1.514757634835356e14,6
2189,1.6037537701206738e14,6
2190,1.7009766017638956e14,6
2191,1.702922881384348e14,6
2192,1.7003932895128978e14,6
2193,1.6988191733234675e14,6
2194,1.6986867630607834e14,6
2195,1.7004873881649112e14,6
2196,1.701820460964783e14,6
2197,1.707820880404838e14,6
2198,1.7174335863733388e14,6
2199,1.7290639031324097e14,6
2200,1.741616914332239e14,6
2201,1.7643080031204078e14,6
2202,1.790942213214692e14,6
2203,1.8191910986613875e14,6
2204,1.849062057870648e14,6
2205,1.8808560505673756e14,6
2206,1.8582053488221572e14,6
2207,1.8493835638431556e14,6
2208,1.844269275340601e14,6
2209,1.8432193171145053e14,6
2210,1.8458966204940012e14,6
2211,1.8886635358880162e14,6
2212,1.93687169145949e14,6
2213,1.987804468886812e14,6
2214,2.0414811735266897e14,6
2215,2.0978443162394388e14,6
2216,2.15908802872562e14,6
2217,2.2186493250373594e14,6
2218,2.2824199835441284e14,6
2219,2.3515017297109288e14,6
2220,2.4272769550413644e14,6
2221,2.4198008755258334e14,6
2222,2.4194073115402844e14,6
2223,2.4221860905153675e14,6
2224,2.4255811229788097e14,6
2225,2.42967981018153e14,6
2226,2.500689757063047e14,6
2227,2.5731908379213038e14,6
2228,2.649591237297928e14,6
2229,2.7310930026471084e14,6
2230,2.819879539284803e14,6
2231,2.970183924231094e14,6
2232,3.1293939434964644e14,6
2233,3.302410288103779e14,6
2234,3.4894196939968975e14,6
2235,3.690495121003081e14,6
2236,3.768728946864969e14,6
2237,3.865029727880816e14,6
2238,3.967692615972326e14,6
2239,4.078088298308711e14,6
2240,4.198230673887669e14,6
2241,4.348035429774804e14,6
2242,4.5214504705409156e14,6
2243,4.7064938228824425e14,6
2244,4.90067152263921e14,6
2245,5.1022016631816956e14,6
2246,5.554076043033881e14,6
2247,6.021807027497808e14,6
2248,6.533581272888105e14,6
2249,7.094169522488701e14,6
2250,7.709927169005659e14,6
2251,7.872672933246626e14,6
2252,8.067177995802576e14,6
2253,8.287151393269868e14,6
2254,8.535595545986728e14,6
2255,8.810380869132691e14,6
2256,8.741890412374498e14,6
2257,8.672095769478416e14,6
2258,8.613709476224498e14,6
2259,8.565879627952244e14,6
2260,8.527874154140378e14,6
2261,8.517339448435314e14,6
2262,8.495028528970844e14,6
2263,8.489106575156615e14,6
2264,8.502533312403229e14,6
2265,8.538740074366551e14,6
2266,8.450830426120234e14,6
2267,8.422939513636399e14,6
2268,8.412835534977756e14,6
2269,8.414423526710815e14,6
2270,8.428472978929701e14,6
2271,8.319365854765785e14,6
2272,8.261433125992458e14,6
2273,8.21614884665015e14,6
2274,8.188174826146139e14,6
2275,8.180507753001766e14,6
2276,8.441087828198445e14,6
2277,8.69516874091896e14,6
2278,8.963907396314959e14,6
2279,9.246291389503704e14,6
2280,9.540206403452995e14,6
2281,9.743021137245801e14,6
2282,9.977635228736764e14,6
2283,1.0235337080890888e15,6
2284,1.0519657453909908e15,6
2285,1.0837108193943948e15,6
2286,1.0967532790418269e15,6
2287,1.102940316370056e15,6
2288,1.1104083981162762e15,6
2289,1.1182913656097391e15,6
2290,1.126670112538671e15,6
2291,1.1040668277653858e15,6
2292,1.0827479803125732e15,6
2293,1.0623419635246409e15,6
2294,1.0433043855138402e15,6
2295,1.0262321049878558e15,6
2296,1.0596933540368861e15,6
2297,1.0970816737393309e15,6
2298,1.1374982095290608e15,6
2299,1.1801482258645792e15,6
2300,1.2248386706687815e15,6
1750,NA,7
1751,NA,7
1752,NA,7
1753,NA,7
1754,NA,7
1755,NA,7
1756,NA,7
1757,NA,7
1758,NA,7
1759,NA,7
1760,NA,7
1761,NA,7
1762,NA,7
1763,NA,7
1764,NA,7
1765,NA,7
1766,NA,7
1767,NA,7
1768,NA,7
1769,NA,7
1770,NA,7
1771,NA,7
1772,NA,7
1773,NA,7
1774,NA,7
1775,NA,7
1776,NA,7
1777,NA,7
1778,NA,7
1779,NA,7
1780,NA,7
1781,NA,7
1782,NA,7
1783,NA,7
1784,NA,7
1785,NA,7
1786,NA,7
1787,NA,7
1788,NA,7
1789,NA,7
1790,NA,7
1791,NA,7
1792,NA,7
1793,NA,7
1794,NA,7
1795,NA,7
1796,NA,7
1797,NA,7
1798,NA,7
1799,NA,7
1800,NA,7
1801,NA,7
1802,NA,7
1803,NA,7
1804,NA,7
1805,NA,7
1806,NA,7
1807,NA,7
1808,NA,7
1809,NA,7
1810,NA,7
1811,NA,7
1812,NA,7
1813,NA,7
1814,NA,7
1815,NA,7
1816,NA,7
1817,NA,7
1818,NA,7
1819,NA,7
1820,NA,7
1821,NA,7
1822,NA,7
1823,NA,7
1824,NA,7
1825,NA,7
1826,NA,7
1827,NA,7
1828,NA,7
1829,NA,7
1830,NA,7
1831,NA,7
1832,NA,7
1833,NA,7
1834,NA,7
1835,NA,7
1836,NA,7
1837,NA,7
1838,NA,7
1839,NA,7
1840,NA,7
1841,NA,7
1842,NA,7
1843,NA,7
1844,NA,7
1845,NA,7
1846,NA,7
1847,NA,7
1848,NA,7
1849,NA,7
1850,NA,7
1851,NA,7
1852,NA,7
1853,NA,7
1854,NA,7
1855,NA,7
1856,NA,7
1857,NA,7
1858,NA,7
1859,NA,7
1860,NA,7
1861,NA,7
1862,NA,7
1863,NA,7
1864,NA,7
1865,NA,7
1866,NA,7
1867,NA,7
1868,NA,7
1869,NA,7
1870,NA,7
1871,NA,7
1872,NA,7
1873,NA,7
1874,NA,7
1875,NA,7
1876,NA,7
1877,NA,7
1878,NA,7
1879,NA,7
1880,NA,7
1881,NA,7
1882,NA,7
1883,NA,7
1884,NA,7
1885,NA,7
1886,NA,7
1887,NA,7
1888,NA,7
1889,NA,7
1890,NA,7
1891,NA,7
1892,NA,7
1893,NA,7
1894,NA,7
1895,NA,7
1896,NA,7
1897,NA,7
1898,NA,7
1899,NA,7
1900,NA,7
1901,NA,7
1902,NA,7
1903,NA,7
1904,NA,7
1905,NA,7
1906,NA,7
1907,NA,7
1908,NA,7
1909,NA,7
1910,NA,7
1911,NA,7
1912,NA,7
1913,NA,7
1914,NA,7
1915,NA,7
1916,NA,7
1917,NA,7
1918,NA,7
1919,NA,7
1920,NA,7
1921,NA,7
1922,NA,7
1923,NA,7
1924,NA,7
1925,NA,7
1926,NA,7
1927,NA,7
1928,NA,7
1929,NA,7
1930,NA,7
1931,NA,7
1932,NA,7
1933,NA,7
1934,NA,7
1935,NA,7
1936,NA,7
1937,NA,7
1938,NA,7
1939,NA,7
1940,NA,7
1941,NA,7
1942,NA,7
1943,NA,7
1944,NA,7
1945,NA,7
1946,NA,7
1947,NA,7
1948,NA,7
1949,NA,7
1950,NA,7
1951,NA,7
1952,NA,7
1953,NA,7
1954,NA,7
1955,NA,7
1956,NA,7
1957,NA,7
1958,NA,7
1959,NA,7
1960,NA,7
1961,NA,7
1962,NA,7
1963,NA,7
1964,NA,7
1965,NA,7
1966,NA,7
1967,NA,7
1968,NA,7
1969,NA,7
1970,NA,7
1971,NA,7
1972,NA,7
1973,NA,7
1974,NA,7
1975,NA,7
1976,NA,7
1977,NA,7
1978,NA,7
1979,NA,7
1980,NA,7
1981,NA,7
1982,NA,7
1983,NA,7
1984,NA,7
1985,NA,7
1986,NA,7
1987,NA,7
1988,NA,7
1989,NA,7
1990,NA,7
1991,NA,7
1992,NA,7
1993,NA,7
1994,NA,7
1995,NA,7
1996,NA,7
1997,NA,7
1998,NA,7
1999,NA,7
2000,NA,7
2001,NA,7
2002,NA,7
2003,NA,7
2004,NA,7
2005,NA,7
2006,NA,7
2007,NA,7
2008,NA,7
2009,NA,7
2010,NA,7
2011,NA,7
2012,NA,7
2013,NA,7
2014,NA,7
2015,NA,7
2016,NA,7
2017,NA,7
2018,NA,7
2019,NA,7
2020,1.0789959125441969e12,7
2021,1.1572283913019832e12,7
2022,1.2427244719038335e12,7
2023,1.335296350882705e12,7
2024,1.433756392481994e12,7
2025,1.5358714404126543e12,7
2026,1.6676658198374304e12,7
2027,1.7382215549351604e12,7
2028,1.8092037516536494e12,7
2029,1.881689716080159e12,7
2030,1.9573485180058257e12,7
2031,2.0090831283489927e12,7
2032,1.9860133807511023e12,7
2033,1.9694298854563904e12,7
2034,1.9609772231873276e12,7
2035,1.9575064766789604e12,7
2036,2.1613409758118682e12,7
2037,2.2810369602197246e12,7
2038,2.4091449204852134e12,7
2039,2.546150510439955e12,7
2040,2.691359248357248e12,7
2041,2.987690106069313e12,7
2042,3.213338516144576e12,7
2043,3.478916787518638e12,7
2044,3.813183381917911e12,7
2045,4.2320914017224883e12,7
2046,4.668678429012477e12,7
2047,4.866709295851314e12,7
2048,5.075900926241388e12,7
2049,5.282383153623418e12,7
2050,5.477928372491232e12,7
2051,5.616348307245408e12,7
2052,5.64933972664003e12,7
2053,5.686872321181727e12,7
2054,5.736355115627853e12,7
2055,5.80733616051575e12,7
2056,6.283886815521139e12,7
2057,6.60187702643734e12,7
2058,6.93891254962701e12,7
2059,7.297870344212678e12,7
2060,7.671054822070531e12,7
2061,8.052981374354256e12,7
2062,8.153247890568232e12,7
2063,8.25628216124589e12,7
2064,8.368268407363182e12,7
2065,8.493984443851498e12,7
2066,8.844978464922453e12,7
2067,9.095568702851438e12,7
2068,9.368688067131225e12,7
2069,9.649889549222914e12,7
2070,9.927776163266828e12,7
2071,1.0786287472361684e13,7
2072,1.144081332998409e13,7
2073,1.2141871859392629e13,7
2074,1.2893598502208893e13,7
2075,1.3703242098148406e13,7
